sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oNumDays
17-509661,2,3863,CA,Title & Full Escrow,Refinance,94100.00,1.00,59.00,748.00,16.00,17.00,20.00
2301-204573,1,29189,WV,Title and Escrow,Reverse Mortgage,190000.00,0.00,45.00,370.00,1.00,8.00,45.00
17-509662,2,3860,CO,Title & Full Escrow,Refinance,153000.00,1.00,61.00,887.00,22.00,20.00,29.00
17-509663,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),30000.00,1.00,27.00,432.00,6.00,9.00,35.00
17-509666,2,3863,CA,Title & Sub-Escrow,Refinance,337067.00,1.00,54.00,898.00,17.00,16.00,96.00
17-509668,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),56275.00,1.00,27.00,420.00,6.00,7.00,21.00
17-509669,2,3863,CA,Title & Full Escrow,Refinance,255000.00,1.00,60.00,818.00,19.00,13.00,26.00
17-509670,2,3863,CA,Title & Full Escrow,Refinance,142800.00,2.00,73.00,1077.00,17.00,30.00,85.00
17-509671,2,3863,CA,Title & Full Escrow,Refinance,483261.00,1.00,67.00,871.00,17.00,15.00,92.00
17-509672,2,3863,CA,Title & Full Escrow,Refinance,275000.00,2.00,56.00,949.00,17.00,12.00,77.00
2301-204576,1,3863,CA,Title and Escrow,Reverse Mortgage,431250.00,1.00,70.00,1554.00,16.00,43.00,50.00
17-509674,2,3863,AZ,Title & Full Escrow,Refinance,120000.00,2.00,62.00,960.00,18.00,23.00,46.00
17-509675,2,3860,NJ,Title & Full Escrow,Refinance,456800.00,2.00,116.00,1486.00,15.00,43.00,81.00
17-509676,2,3863,CA,Title & Full Escrow,Refinance,154000.00,2.00,58.00,825.00,19.00,12.00,41.00
17-509678,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),22000.00,2.00,27.00,448.00,8.00,12.00,18.00
2301-204577,1,3860,MI,Title and Escrow,Reverse Mortgage,50000.00,1.00,53.00,519.00,26.00,11.00,45.00
17-509679,2,3863,CA,Title Only,Refinance,16250.00,0.00,43.00,609.00,18.00,14.00,18.00
2301-204579,1,3860,PA,Title Only,Reverse Mortgage,42675.75,1.00,84.00,1662.00,20.00,45.00,39.00
2301-204581,1,3860,LA,Title and Escrow,Reverse Mortgage,87000.00,2.00,56.00,631.00,18.00,23.00,45.00
2301-204582,1,3860,NY,Title and Escrow,Reverse Mortgage,120000.00,0.00,53.00,606.00,20.00,13.00,45.00
2301-204583,1,3863,CA,Title and Escrow,Reverse Mortgage,390000.00,1.00,51.00,456.00,16.00,11.00,45.00
17-509683,2,3863,CA,Title Only,Refinance,155000.00,2.00,23.00,360.00,18.00,5.00,45.00
2301-204584,1,3863,CA,Title and Escrow,Reverse Mortgage,325000.00,0.00,53.00,592.00,20.00,10.00,45.00
17-509684,2,3863,CA,Title Only,Refinance,273745.00,1.00,58.00,891.00,17.00,24.00,70.00
17-509685,2,3863,CA,LCP - Title Only,Refinance,50000.00,1.00,39.00,630.00,4.00,7.00,67.00
2301-204585,1,3860,MD,Title and Escrow,Reverse Mortgage,114540.00,0.00,86.00,1272.00,16.00,45.00,43.00
2301-204587,1,3863,CA,Title and Escrow,Reverse Mortgage,316780.00,0.00,74.00,1312.00,17.00,39.00,60.00
2301-204588,1,3860,VA,Title and Escrow,Reverse Mortgage,137802.00,0.00,97.00,1929.00,25.00,66.00,64.00
17-509686,2,3863,CA,LCP - Title Only,Refinance,15000.00,1.00,35.00,683.00,4.00,9.00,67.00
17-509687,2,3863,CA,Title & Full Escrow,Refinance,187500.00,1.00,58.00,830.00,17.00,14.00,39.00
17-509688,2,3863,CA,Title & Sub-Escrow,Refinance,130000.00,1.00,62.00,1118.00,16.00,20.00,67.00
17-509689,2,3863,CA,Title & Sub-Escrow,Refinance,75000.00,1.00,69.00,1113.00,17.00,17.00,67.00
2301-204589,1,3863,CA,Title and Escrow,Reverse Mortgage,292500.00,0.00,74.00,1396.00,16.00,50.00,67.00
17-509691,2,3863,CA,Title & Sub-Escrow,Refinance,747257.00,1.00,31.00,375.00,18.00,5.00,45.00
17-509692,2,3863,CA,LCP - Title Only,Refinance,50000.00,1.00,34.00,609.00,4.00,9.00,39.00
17-509693,2,3863,CA,LCP - Title Only,Refinance,20000.00,1.00,35.00,595.00,4.00,7.00,61.00
17-509694,2,3863,CA,LCP - Title Only,Refinance,38500.00,1.00,34.00,627.00,4.00,9.00,56.00
17-509695,2,3863,CA,LCP - Title Only,Refinance,50000.00,1.00,35.00,695.00,4.00,10.00,63.00
17-509696,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),100000.00,1.00,41.00,611.00,4.00,13.00,59.00
17-509697,2,3860,CO,Title Only,Refinance,100000.00,0.00,56.00,797.00,21.00,14.00,34.00
17-509698,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),40000.00,1.00,40.00,513.00,4.00,10.00,42.00
17-509699,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),24000.00,1.00,40.00,571.00,3.00,10.00,27.00
17-509702,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),71000.00,1.00,38.00,554.00,5.00,10.00,42.00
17-509703,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),30000.00,1.00,38.00,507.00,3.00,9.00,46.00
2301-204592,1,3863,AZ,Title and Escrow,Reverse Mortgage,84672.00,1.00,81.00,1699.00,19.00,51.00,47.00
2301-204593,1,3860,CA,Title and Escrow,Reverse Mortgage,275000.00,1.00,50.00,852.00,16.00,13.00,45.00
2301-204595,1,3863,CA,Title and Escrow,Reverse Mortgage,271700.00,0.00,66.00,1276.00,15.00,31.00,38.00
17-509704,2,3863,CA,Legal & Vesting - Title Only,Uninsured (Info Products),50022.81,0.00,21.00,275.00,2.00,3.00,96.00
17-509705,2,3862,CA,Title Only,Refinance,259460.00,1.00,53.00,886.00,18.00,15.00,39.00
17-509708,2,3863,FL,Reverse Mortgage - Title & Full Escrow,Refinance,274485.00,0.00,84.00,1349.00,27.00,21.00,46.00
17-509709,2,3863,CA,Title & Sub-Escrow,Refinance,50000.00,0.00,65.00,1118.00,18.00,25.00,83.00
17-509710,2,3863,CA,Title Only,Refinance,200000.00,1.00,48.00,719.00,18.00,10.00,61.00
17-509711,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,156427.42,6.00,12.00,389.00,14.00,3.00,0.00
2301-204605,1,3860,TN,Title and Escrow,Reverse Mortgage,0.00,0.00,43.00,298.00,1.00,7.00,45.00
17-509712,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,121766.84,7.00,18.00,417.00,15.00,6.00,0.00
17-509713,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,236355.77,2.00,18.00,401.00,10.00,5.00,0.00
17-509714,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,111147.96,3.00,18.00,443.00,16.00,6.00,0.00
17-509715,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,224215.53,2.00,18.00,427.00,13.00,5.00,0.00
2301-204606,1,3860,TN,Title and Escrow,Reverse Mortgage,260370.00,2.00,82.00,1150.00,22.00,46.00,45.00
17-509716,2,3860,CA,TSG - Trustee Sale Guarantee,TSG,254367.18,6.00,17.00,538.00,17.00,8.00,0.00
2301-204607,1,3860,KY,Title and Escrow,Reverse Mortgage,13455.15,1.00,91.00,1350.00,19.00,42.00,89.00
17-509717,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,103971.57,1.00,11.00,401.00,7.00,3.00,0.00
17-509718,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,659118.18,2.00,12.00,431.00,10.00,2.00,0.00
17-509721,2,3863,CA,LCP - Title Only,Refinance,53000.00,1.00,39.00,637.00,4.00,10.00,80.00
17-509723,2,3863,CA,LCP - Title Only,Refinance,13000.00,1.00,41.00,740.00,4.00,15.00,47.00
17-509724,2,3863,CA,LCP & Sub-Escrow,Refinance,50000.00,3.00,42.00,1049.00,9.00,22.00,49.00
17-509725,2,3863,CA,Title & Full Escrow,Refinance,292500.00,1.00,65.00,1174.00,16.00,24.00,54.00
17-509726,2,3863,CA,Title Only,Refinance,20000.00,1.00,51.00,956.00,18.00,10.00,70.00
17-509728,2,3863,CA,LCP - Title Only,Refinance,100000.00,1.00,40.00,731.00,4.00,14.00,61.00
17-509729,2,3863,CA,Title & Full Escrow,Refinance,99700.00,2.00,72.00,1070.00,22.00,27.00,41.00
17-509731,2,3860,IA,Title & Full Escrow,Refinance,84689.00,2.00,56.00,567.00,25.00,7.00,45.00
2301-204612,1,3863,FL,Title and Escrow,Reverse Mortgage,187770.00,1.00,77.00,1170.00,28.00,29.00,45.00
17-509734,2,3860,IA,Title & Full Escrow,Refinance,105000.00,2.00,82.00,1519.00,21.00,33.00,38.00
2301-204613,1,3860,KY,Title and Escrow,Reverse Mortgage,55000.00,0.00,55.00,536.00,18.00,12.00,45.00
17-509737,2,3860,IA,Title & Full Escrow,Refinance,146000.00,1.00,67.00,1129.00,20.00,22.00,46.00
17-509738,2,3863,CA,Title Only,Refinance,323321.00,1.00,39.00,667.00,20.00,12.00,56.00
2301-204614,1,3863,CA,Title and Escrow,Reverse Mortgage,255020.00,0.00,77.00,1131.00,16.00,41.00,46.00
17-509740,2,3863,CA,LCP & Full Escrow,Refinance,32000.00,1.00,82.00,1158.00,4.00,18.00,60.00
2301-204615,1,3860,VA,Title and Escrow,Reverse Mortgage,70920.00,2.00,114.00,1770.00,24.00,71.00,80.00
2301-204616,1,29189,DE,Title and Escrow,Reverse Mortgage,93280.00,0.00,78.00,1242.00,2.00,45.00,34.00
17-509742,2,3863,CA,Title & Sub-Escrow,Refinance,300000.00,1.00,55.00,733.00,17.00,24.00,45.00
2301-204617,1,3863,CA,Title and Escrow,Reverse Mortgage,450000.00,2.00,73.00,1464.00,19.00,61.00,35.00
2301-204618,1,3863,CA,Title and Escrow,Reverse Mortgage,402600.00,0.00,86.00,1507.00,17.00,68.00,46.00
2301-204619,1,3860,CA,Title and Escrow,Reverse Mortgage,88000.00,0.00,40.00,320.00,1.00,12.00,45.00
2301-204621,1,3863,CA,Title and Escrow,Reverse Mortgage,206192.00,2.00,75.00,1433.00,19.00,63.00,45.00
2301-204622,1,3863,CA,Title and Escrow,Reverse Mortgage,625500.00,0.00,40.00,235.00,1.00,3.00,45.00
17-509743,2,3862,CA,Title Only,Refinance,502500.00,2.00,56.00,787.00,19.00,26.00,17.00
17-509744,2,3863,CA,Title Only,Refinance,150000.00,1.00,55.00,774.00,19.00,19.00,26.00
17-509745,2,3863,CA,Title Only,Refinance,25000.00,1.00,51.00,709.00,16.00,13.00,88.00
17-509746,2,3863,CA,LCP - Title Only,Refinance,75000.00,1.00,35.00,617.00,4.00,7.00,66.00
2301-204624,1,3863,CA,Title and Escrow,Reverse Mortgage,426390.00,3.00,92.00,1549.00,20.00,58.00,42.00
17-509747,2,3863,CA,LCP - Title Only,Refinance,10000.00,1.00,34.00,636.00,4.00,9.00,47.00
2301-204625,1,3863,CA,Title and Escrow,Reverse Mortgage,149340.00,0.00,85.00,1384.00,14.00,48.00,66.00
2301-204626,1,3863,AZ,Title and Escrow,Reverse Mortgage,71120.00,0.00,71.00,1254.00,20.00,30.00,60.00
2301-204627,1,3863,TX,Title and Escrow,Reverse Mortgage,65000.00,2.00,59.00,667.00,8.00,13.00,45.00
2301-204628,1,3860,VA,Title and Escrow,Reverse Mortgage,325215.00,1.00,97.00,1334.00,18.00,51.00,39.00
2301-204629,1,3860,NH,Title and Escrow,Reverse Mortgage,81783.00,1.00,94.00,1647.00,19.00,55.00,40.00
2301-204630,1,3863,CA,Title and Escrow,Reverse Mortgage,213900.00,1.00,72.00,1357.00,19.00,58.00,46.00
2301-204631,1,3863,CA,Title and Escrow,Reverse Mortgage,160000.00,2.00,52.00,621.00,17.00,21.00,45.00
2301-204632,1,3863,AZ,Title and Escrow,Reverse Mortgage,85132.00,0.00,51.00,503.00,18.00,10.00,45.00
2301-204634,1,3860,VA,Title and Escrow,Reverse Mortgage,216000.00,1.00,73.00,1076.00,20.00,38.00,19.00
17-509751,2,3863,CA,Title & Full Escrow,Refinance,94500.00,1.00,59.00,1027.00,16.00,25.00,47.00
17-509752,2,3862,CA,Title & Full Escrow,Refinance,165900.00,2.00,65.00,887.00,20.00,19.00,42.00
2301-204637,1,3863,CA,Title and Escrow,Reverse Mortgage,364375.00,1.00,72.00,1299.00,18.00,56.00,42.00
2301-204638,1,3860,OH,Title and Escrow,Reverse Mortgage,185000.00,2.00,51.00,455.00,21.00,9.00,45.00
17-509755,2,3863,CA,Title & Sub-Escrow,Refinance,206000.00,2.00,59.00,972.00,18.00,16.00,40.00
17-509756,2,3863,CA,LCP - Title Only,Refinance,19000.00,1.00,39.00,721.00,3.00,14.00,27.00
17-509758,2,3863,CA,Title & Full Escrow,Refinance,269000.00,1.00,56.00,713.00,16.00,10.00,35.00
17-509759,2,3860,UT,Title & Full Escrow,Refinance,148750.00,2.00,82.00,1082.00,21.00,21.00,34.00
17-509761,2,3862,CA,Title & Full Escrow,Refinance,284000.00,2.00,78.00,1365.00,20.00,33.00,49.00
17-509762,2,3863,CA,Title & Full Escrow,Refinance,159700.00,1.00,58.00,711.00,19.00,12.00,32.00
2301-204639,1,3860,VA,Title and Escrow,Reverse Mortgage,125000.00,2.00,74.00,888.00,21.00,34.00,45.00
17-509763,2,3863,CA,Title & Full Escrow,Refinance,100000.00,1.00,59.00,740.00,16.00,11.00,20.00
2301-204641,1,3863,FL,Title and Escrow,Reverse Mortgage,212850.00,1.00,91.00,1677.00,28.00,51.00,55.00
17-509766,2,3863,CA,Title & Sub-Escrow,Refinance,305000.00,2.00,60.00,861.00,19.00,18.00,27.00
17-509767,2,3862,CA,Title & Full Escrow,Refinance,405000.00,1.00,79.00,1190.00,17.00,25.00,49.00
17-509768,2,3863,CA,Title & Sub-Escrow,Refinance,111950.00,0.00,25.00,182.00,2.00,1.00,45.00
17-509769,2,3863,CA,Title Only,Refinance,160000.00,2.00,47.00,891.00,22.00,21.00,63.00
2301-204642,1,3863,CA,Title and Escrow,Reverse Mortgage,373125.00,2.00,80.00,1304.00,23.00,45.00,28.00
17-509770,2,3863,CA,LCP - Title Only,Refinance,27139.00,2.00,33.00,616.00,6.00,10.00,54.00
17-509771,2,3860,UT,Title & Full Escrow,Refinance,212000.00,1.00,75.00,1070.00,21.00,19.00,77.00
2301-204643,1,3860,IL,Title and Escrow,Reverse Mortgage,69696.00,0.00,94.00,1540.00,23.00,52.00,49.00
17-509772,2,3863,CA,Title Only,Refinance,150000.00,1.00,44.00,781.00,17.00,13.00,59.00
17-509774,2,3863,CA,Title & Sub-Escrow,Refinance,45000.00,1.00,73.00,1154.00,16.00,23.00,69.00
17-509776,2,3863,CA,LCP - Title Only,Refinance,38000.00,1.00,40.00,645.00,5.00,12.00,14.00
17-509777,2,3862,CA,Title & Sub-Escrow,Refinance,472262.00,1.00,74.00,1031.00,18.00,18.00,27.00
2301-204644,1,3863,FL,Title and Escrow,Reverse Mortgage,94560.00,0.00,130.00,2218.00,27.00,94.00,49.00
17-509778,2,3863,CA,Title & Full Escrow,Refinance,198900.00,1.00,58.00,749.00,17.00,12.00,33.00
17-509779,2,3863,CA,Title & Full Escrow,Refinance,101953.00,1.00,62.00,834.00,16.00,13.00,54.00
2301-204645,1,3863,CA,Title and Escrow,Reverse Mortgage,225929.23,2.00,85.00,1455.00,19.00,42.00,54.00
2301-204646,1,3863,CA,Title and Escrow,Reverse Mortgage,163620.00,1.00,68.00,1114.00,17.00,29.00,74.00
17-509781,2,3863,CA,Title & Full Escrow,Refinance,230000.00,1.00,56.00,790.00,16.00,15.00,56.00
2301-204647,1,3863,CA,Title and Escrow,Reverse Mortgage,360288.00,0.00,64.00,1101.00,15.00,44.00,41.00
2301-204648,1,3863,NV,Title and Escrow,Reverse Mortgage,65010.00,0.00,76.00,1304.00,20.00,43.00,40.00
17-509783,2,3863,CA,LCP - Title Only,Refinance,30200.00,1.00,39.00,649.00,4.00,10.00,66.00
17-509784,2,3863,CA,Title & Sub-Escrow,Refinance,30000.00,2.00,56.00,968.00,21.00,19.00,53.00
17-509787,2,3863,CA,LCP - Title Only,Refinance,42000.00,1.00,43.00,706.00,4.00,14.00,89.00
17-509788,2,3863,CA,LCP - Title Only,Refinance,50001.00,1.00,35.00,574.00,3.00,17.00,25.00
17-509792,2,3863,FL,Title & Full Escrow,Refinance,197150.00,1.00,70.00,882.00,27.00,17.00,45.00
2301-204650,1,3863,CA,Title and Escrow,Reverse Mortgage,360000.00,1.00,47.00,399.00,17.00,8.00,45.00
17-509794,2,3863,CA,LCP - Title Only,Refinance,50000.00,1.00,35.00,645.00,4.00,9.00,77.00
17-509795,2,3863,CA,Title & Sub-Escrow,Refinance,153000.00,1.00,50.00,1113.00,16.00,16.00,54.00
17-509796,2,3863,CA,LCP - Title Only,Refinance,20000.00,1.00,38.00,652.00,4.00,7.00,63.00
2301-204653,1,3863,CA,Title and Escrow,Reverse Mortgage,469125.00,0.00,75.00,1200.00,17.00,48.00,39.00
17-509797,2,3863,CA,Title Only,Refinance,281084.00,1.00,39.00,654.00,18.00,9.00,63.00
17-509798,2,3863,CA,Title & Sub-Escrow,Refinance,287835.00,0.00,50.00,836.00,17.00,23.00,35.00
17-509799,2,3860,UT,Title & Sub-Escrow,Refinance,129600.00,1.00,59.00,952.00,21.00,23.00,73.00
17-509800,2,3863,CA,Title & Sub-Escrow,Refinance,81000.00,1.00,51.00,795.00,18.00,15.00,43.00
17-509801,2,3863,CA,Title & Sub-Escrow,Refinance,157000.00,1.00,48.00,752.00,17.00,12.00,85.00
17-509802,2,3860,AL,Title Only,Refinance,87505.00,1.00,56.00,985.00,21.00,26.00,73.00
2301-204655,1,3860,IN,Title and Escrow,Reverse Mortgage,21480.00,3.00,92.00,1589.00,21.00,67.00,32.00
17-509803,2,3863,CA,Property Report / O&E & Full Escrow,Uninsured (Info Products),130000.00,2.00,64.00,760.00,8.00,17.00,30.00
17-509807,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),75400.00,2.00,41.00,601.00,6.00,18.00,23.00
17-509808,2,3860,NY,Title Only,Refinance,130000.00,2.00,55.00,1096.00,24.00,40.00,45.00
17-509810,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),45000.00,1.00,38.00,523.00,3.00,9.00,57.00
17-509811,2,3863,CA,LCP - Title Only,Refinance,30000.00,1.00,34.00,654.00,4.00,10.00,37.00
17-509813,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),80000.00,1.00,38.00,521.00,4.00,10.00,44.00
17-509814,2,3860,NH,Property Report / O&E & Full Escrow,Uninsured (Info Products),30000.00,1.00,76.00,888.00,4.00,20.00,32.00
17-509816,2,3863,CA,LCP - Title Only,Refinance,75000.00,0.00,33.00,535.00,5.00,11.00,43.00
17-509817,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),63700.00,1.00,38.00,594.00,3.00,11.00,74.00
17-509818,2,3862,CA,Title Only,Refinance,155500.00,1.00,39.00,621.00,18.00,14.00,17.00
17-509819,2,3863,CA,LCP - Title Only,Refinance,55000.00,1.00,34.00,608.00,4.00,9.00,37.00
17-509822,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),137100.00,1.00,38.00,555.00,3.00,10.00,44.00
17-509823,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),25000.00,1.00,38.00,521.00,6.00,12.00,42.00
17-509824,2,3862,CA,Title Only,Refinance,100000.00,1.00,55.00,983.00,16.00,19.00,63.00
17-509827,2,3863,CA,Title Only,Refinance,130000.00,3.00,67.00,1096.00,20.00,21.00,64.00
17-509828,2,3863,CA,LCP - Title Only,Refinance,75000.00,1.00,36.00,645.00,4.00,10.00,74.00
17-509829,2,3863,CA,LCP - Title Only,Refinance,43088.00,1.00,34.00,634.00,3.00,6.00,59.00
17-509830,2,3863,CA,LCP - Title Only,Refinance,25000.00,1.00,33.00,616.00,4.00,10.00,44.00
17-509831,2,3863,CA,LCP & Sub-Escrow,Refinance,27000.00,1.00,50.00,801.00,5.00,12.00,52.00
17-509833,2,3862,CA,Reverse Mortgage - Title Only,Refinance,300000.00,2.00,23.00,494.00,20.00,6.00,45.00
17-509834,2,3862,CA,Reverse Mortgage - Title Only,Refinance,290000.00,1.00,38.00,755.00,19.00,15.00,52.00
17-509836,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),159500.00,0.00,13.00,164.00,0.00,3.00,45.00
2301-204660,1,3860,LA,Title and Escrow,Reverse Mortgage,331580.00,1.00,75.00,1141.00,20.00,36.00,43.00
2301-204661,1,3863,FL,Title and Escrow,Reverse Mortgage,52500.00,0.00,57.00,471.00,27.00,9.00,45.00
2301-204662,1,3863,FL,Title and Escrow,Reverse Mortgage,47163.00,0.00,84.00,1243.00,26.00,36.00,29.00
17-509838,2,3863,CA,Title & Sub-Escrow,Refinance,720000.00,1.00,87.00,1399.00,22.00,30.00,44.00
17-509839,2,3863,NV,Title & Sub-Escrow,Refinance,279812.00,2.00,35.00,442.00,25.00,6.00,45.00
17-509841,2,3863,AZ,Title & Sub-Escrow,Refinance,296000.00,1.00,61.00,842.00,17.00,23.00,25.00
17-509842,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,134845.60,6.00,18.00,434.00,16.00,6.00,0.00
17-509843,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,234535.83,6.00,11.00,395.00,13.00,2.00,0.00
17-509844,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,216722.68,0.00,12.00,361.00,0.00,6.00,45.00
17-509845,2,3863,CA,LCP - Title Only,Refinance,60000.00,1.00,30.00,572.00,4.00,12.00,25.00
2301-204665,1,3863,CA,Title and Escrow,Reverse Mortgage,362164.50,0.00,63.00,1037.00,15.00,34.00,24.00
17-509846,2,3862,CA,Title Only,Refinance,145000.00,1.00,35.00,631.00,19.00,14.00,37.00
17-509847,2,3863,CA,LCP - Title Only,Refinance,144200.00,0.00,34.00,629.00,4.00,8.00,85.00
17-509848,2,3863,CA,LCP - Title Only,Refinance,100000.00,2.00,35.00,706.00,5.00,12.00,64.00
17-509849,2,3863,CA,LCP - Title Only,Refinance,63690.00,2.00,35.00,612.00,4.00,8.00,37.00
2301-204666,1,3860,NC,Title and Escrow,Reverse Mortgage,64050.00,1.00,73.00,1307.00,21.00,37.00,31.00
2301-204668,1,3860,IA,Title and Escrow,Reverse Mortgage,90000.00,1.00,48.00,454.00,20.00,11.00,45.00
2301-204670,1,3863,AZ,Title and Escrow,Reverse Mortgage,205075.00,2.00,103.00,1486.00,21.00,51.00,58.00
2301-204671,1,3863,AZ,Title and Escrow,Reverse Mortgage,132300.00,1.00,76.00,1476.00,17.00,47.00,77.00
2301-204681,1,3860,NY,Title and Escrow,Reverse Mortgage,260000.00,1.00,60.00,660.00,23.00,20.00,45.00
17-509853,2,3863,CA,Title & Sub-Escrow,Refinance,346000.00,1.00,75.00,1033.00,17.00,26.00,50.00
2301-204682,1,3863,CA,Title and Escrow,Reverse Mortgage,217080.00,2.00,73.00,1546.00,21.00,68.00,35.00
17-509856,2,3863,CA,LCP - Title Only,Refinance,55000.00,1.00,31.00,544.00,4.00,13.00,24.00
2301-204684,1,3860,KS,Title and Escrow,Reverse Mortgage,61065.00,1.00,83.00,1323.00,22.00,38.00,44.00
2301-204685,1,3863,NV,Title and Escrow,Reverse Mortgage,239776.00,2.00,86.00,1707.00,23.00,65.00,25.00
17-509857,2,3863,CA,LCP - Title Only,Refinance,75000.00,0.00,20.00,212.00,0.00,2.00,45.00
2301-204686,1,3860,NH,Title and Escrow,Reverse Mortgage,276340.00,1.00,115.00,1429.00,22.00,61.00,53.00
17-509860,2,3863,CA,Title Only,Refinance,150000.00,1.00,43.00,672.00,20.00,13.00,36.00
2301-204687,1,3860,MS,Title and Escrow,Reverse Mortgage,150000.00,1.00,50.00,554.00,23.00,13.00,45.00
2301-204688,1,3860,MO,Title and Escrow,Reverse Mortgage,375000.00,0.00,54.00,540.00,2.00,21.00,45.00
17-509864,2,3863,CA,Title & Sub-Escrow,Refinance,355200.00,2.00,61.00,1013.00,21.00,18.00,21.00
2301-204689,1,3860,IN,Title and Escrow,Reverse Mortgage,60000.00,0.00,47.00,317.00,2.00,6.00,45.00
2301-204690,1,3860,VA,Title and Escrow,Reverse Mortgage,81620.00,4.00,65.00,1089.00,26.00,49.00,45.00
17-509866,2,3863,CA,Title & Full Escrow,Refinance,347000.00,1.00,60.00,855.00,18.00,18.00,56.00
2301-204691,1,3863,FL,Title and Escrow,Reverse Mortgage,82063.00,0.00,81.00,1490.00,24.00,55.00,84.00
17-509868,2,3860,WI,Title & Full Escrow,Refinance,188186.00,1.00,111.00,1585.00,21.00,49.00,78.00
17-509869,2,3863,NV,Title & Full Escrow,Refinance,277848.00,2.00,66.00,931.00,21.00,14.00,52.00
17-509870,2,3863,FL,Title & Full Escrow,Refinance,280976.00,0.00,41.00,252.00,1.00,4.00,45.00
2301-204694,1,3860,PA,Title and Escrow,Reverse Mortgage,95000.00,4.00,53.00,515.00,22.00,13.00,45.00
17-509872,2,3862,CA,Title & Full Escrow,Refinance,476250.00,1.00,63.00,875.00,16.00,16.00,71.00
2301-204695,1,3863,AZ,Title and Escrow,Reverse Mortgage,77080.00,0.00,84.00,1577.00,16.00,46.00,71.00
17-509873,2,3863,CA,Title & Full Escrow,Refinance,180000.00,0.00,58.00,881.00,18.00,14.00,45.00
17-509874,2,3863,FL,Title & Full Escrow,Refinance,165500.00,2.00,70.00,965.00,30.00,19.00,74.00
17-509876,2,3863,CA,Title & Full Escrow,Refinance,161000.00,1.00,66.00,997.00,20.00,20.00,38.00
2301-204697,1,3863,CA,Title and Escrow,Reverse Mortgage,154000.00,1.00,69.00,1060.00,16.00,33.00,32.00
2301-204698,1,3863,CA,Title and Escrow,Reverse Mortgage,303480.00,0.00,69.00,1068.00,16.00,37.00,72.00
17-509880,2,3863,CA,Title Only,Refinance,400000.00,2.00,42.00,768.00,19.00,16.00,53.00
2301-204699,1,3860,KY,Title and Escrow,Reverse Mortgage,140000.00,2.00,53.00,499.00,22.00,15.00,45.00
17-509883,2,3862,CA,Title & Sub-Escrow,Refinance,187000.00,1.00,63.00,868.00,16.00,24.00,51.00
17-509884,2,3860,WI,Title & Full Escrow,Refinance,90000.00,2.00,85.00,1311.00,24.00,30.00,51.00
2301-204701,1,3860,CA,Title and Escrow,Reverse Mortgage,237250.00,1.00,97.00,1495.00,17.00,49.00,22.00
2301-204702,1,3860,OH,Title and Escrow,Reverse Mortgage,346527.00,0.00,78.00,1111.00,19.00,35.00,57.00
2301-204703,1,3863,FL,Title and Escrow,Reverse Mortgage,268570.00,2.00,91.00,1860.00,28.00,79.00,58.00
2301-204704,1,3860,AL,Title and Escrow,Reverse Mortgage,107773.95,1.00,47.00,620.00,21.00,14.00,45.00
2301-204705,1,3863,CA,Title and Escrow,Reverse Mortgage,150785.00,4.00,72.00,1354.00,20.00,35.00,46.00
17-509888,2,3860,UT,Title & Full Escrow,Refinance,203600.00,1.00,68.00,975.00,21.00,19.00,37.00
17-509889,2,3863,CA,Title & Full Escrow,Refinance,268579.00,1.00,74.00,961.00,16.00,18.00,21.00
2301-204706,1,3860,AL,Title and Escrow,Reverse Mortgage,96730.00,0.00,94.00,2042.00,24.00,85.00,87.00
17-509890,2,3863,CA,Title & Full Escrow,Refinance,229500.00,1.00,59.00,761.00,16.00,12.00,42.00
17-509892,2,3863,CA,Title & Full Escrow,Refinance,188500.00,1.00,57.00,717.00,16.00,12.00,32.00
