sFileNumber,vCoverageType,vProduct,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-505276,3860,Property Report / O&E - Title Only,27400.00,0.00,24.00,292.00,3.00,3.00,0.00,122.00
2301-202639,3860,Title and Escrow,61374.00,0.00,93.00,1589.00,21.00,48.00,0.00,27.00
17-505277,3860,Property Report / O&E - Title Only,11000.00,1.00,35.00,560.00,3.00,12.00,0.00,38.00
17-505279,3860,Property Report / O&E - Title Only,150000.00,2.00,37.00,570.00,4.00,11.00,0.00,35.00
17-505280,3863,Property Report / O&E - Title Only,191600.00,2.00,32.00,579.00,9.00,12.00,0.00,29.00
17-505281,3860,Property Report / O&E - Title Only,25000.00,2.00,35.00,567.00,5.00,16.00,0.00,38.00
17-505282,3863,Property Report / O&E - Title Only,250000.00,2.00,36.00,538.00,8.00,11.00,0.00,22.00
17-505283,3860,Property Report / O&E - Title Only,56000.00,1.00,24.00,333.00,3.00,4.00,0.00,104.00
17-505284,3860,Property Report / O&E - Title Only,20000.00,1.00,43.00,603.00,3.00,11.00,0.00,57.00
2301-202641,3863,Title and Escrow,58740.00,0.00,72.00,1199.00,16.00,39.00,0.00,22.00
2301-202642,3863,Title and Escrow,297330.00,2.00,100.00,1692.00,32.00,53.00,0.00,143.00
17-505286,3863,LCP & Sub-Escrow,100000.00,0.00,38.00,625.00,5.00,15.00,0.00,16.00
17-505287,3863,LCP - Title Only,100.00,1.00,30.00,509.00,7.00,3.00,0.00,147.00
2301-202643,3863,Title and Escrow,120000.00,0.00,91.00,1411.00,26.00,51.00,0.00,23.00
17-505289,3860,Title Only,72885.00,1.00,43.00,778.00,21.00,20.00,0.00,49.00
17-505290,3863,Title & Full Escrow,50000.00,1.00,57.00,970.00,19.00,14.00,0.00,63.00
17-505292,3863,Title Only,201000.00,1.00,43.00,699.00,19.00,19.00,0.00,69.00
2301-202646,3863,Title and Escrow,341523.00,0.00,84.00,1140.00,16.00,40.00,0.00,29.00
17-505293,3863,Property Report / O&E - Title Only,11100.00,1.00,26.00,433.00,6.00,7.00,0.00,13.00
2301-202647,3860,Title and Escrow,135360.00,1.00,93.00,1767.00,27.00,62.00,0.00,73.00
2301-202648,3860,Title Only,40079.40,1.00,99.00,1536.00,22.00,42.00,0.00,78.00
17-505294,3863,LCP - Title Only,65000.00,1.00,34.00,609.00,4.00,9.00,0.00,30.00
17-505295,3863,Title & Sub-Escrow,226300.00,1.00,39.00,543.00,18.00,17.00,1.00,45.00
2301-202649,3863,Title and Escrow,298644.00,1.00,72.00,1310.00,17.00,49.00,0.00,48.00
17-505298,3863,Title Only,97344.00,2.00,65.00,974.00,34.00,25.00,0.00,83.00
2301-202651,3860,Title and Escrow,116415.00,0.00,81.00,1356.00,10.00,52.00,0.00,55.00
17-505299,3863,LCP - Title Only,20000.00,0.00,20.00,222.00,0.00,3.00,1.00,45.00
17-505301,3863,LCP - Title Only,100.00,6.00,30.00,501.00,16.00,3.00,0.00,147.00
2301-202654,3863,Title and Escrow,364695.00,1.00,66.00,1060.00,19.00,28.00,0.00,22.00
17-505302,3863,LCP & Sub-Escrow,50000.00,2.00,49.00,715.00,5.00,15.00,0.00,64.00
17-505303,3863,Title & Full Escrow,133000.00,1.00,68.00,1295.00,18.00,39.00,0.00,58.00
2301-202655,3863,Title and Escrow,230000.00,3.00,62.00,901.00,20.00,39.00,1.00,45.00
17-505304,3863,Title Only,85000.00,0.00,24.00,378.00,1.00,17.00,1.00,45.00
17-505305,3863,LCP - Title Only,50000.00,1.00,39.00,610.00,4.00,9.00,0.00,23.00
17-505306,3863,Title & Full Escrow,350000.00,1.00,49.00,431.00,21.00,6.00,1.00,45.00
17-505307,3863,LCP - Title Only,220000.00,2.00,29.00,533.00,6.00,16.00,0.00,29.00
2301-202656,3860,Title and Escrow,79000.00,1.00,52.00,550.00,20.00,12.00,1.00,45.00
17-505308,3863,Title & Sub-Escrow,208000.00,1.00,51.00,767.00,20.00,22.00,0.00,38.00
17-505309,3863,Title & Sub-Escrow,175000.00,0.00,62.00,892.00,21.00,26.00,0.00,55.00
17-505310,3863,LCP - Title Only,250000.00,2.00,33.00,577.00,6.00,16.00,0.00,50.00
17-505314,3863,Title & Full Escrow,77600.00,1.00,58.00,936.00,20.00,15.00,0.00,52.00
17-505316,3863,Title & Full Escrow,140114.00,1.00,56.00,865.00,17.00,15.00,0.00,24.00
17-505318,3863,LCP - Title Only,13100.00,0.00,37.00,604.00,4.00,14.00,0.00,42.00
17-505319,3860,Title Only,185000.00,3.00,25.00,382.00,21.00,8.00,1.00,45.00
17-505320,3863,Title Only,286000.00,1.00,106.00,1476.00,22.00,56.00,0.00,91.00
17-505321,3863,Property Report / O&E - Title Only,64000.00,1.00,20.00,277.00,6.00,3.00,0.00,122.00
17-505322,3863,LCP - Title Only,100.00,0.00,30.00,474.00,5.00,3.00,0.00,147.00
17-505323,3860,Property Report / O&E - Title Only,100000.00,1.00,30.00,466.00,9.00,10.00,0.00,14.00
17-505324,3863,Title Only,240000.00,2.00,45.00,833.00,19.00,25.00,0.00,38.00
2301-202658,3863,Title and Escrow,580000.00,2.00,79.00,1388.00,18.00,50.00,0.00,49.00
17-505326,3863,LCP - Title Only,50000.00,1.00,34.00,599.00,4.00,8.00,0.00,36.00
17-505327,3863,LCP - Title Only,75000.00,2.00,24.00,346.00,6.00,4.00,1.00,45.00
2301-202662,3863,Title and Escrow,125580.00,1.00,77.00,1254.00,28.00,32.00,0.00,23.00
17-505328,3863,LCP & Sub-Escrow,20000.00,2.00,49.00,835.00,5.00,20.00,0.00,48.00
17-505329,3863,LCP - Title Only,50000.00,1.00,29.00,507.00,4.00,13.00,0.00,24.00
2301-202664,3860,Title and Escrow,89000.00,7.00,55.00,815.00,30.00,18.00,1.00,45.00
17-505330,3860,Title Only,120000.00,1.00,72.00,1066.00,23.00,38.00,0.00,50.00
17-505331,3863,Title Only,326428.00,1.00,37.00,673.00,18.00,17.00,0.00,50.00
17-505332,3863,Title & Sub-Escrow,731250.00,0.00,26.00,307.00,0.00,5.00,1.00,45.00
17-505333,3863,Title Only,207900.00,1.00,41.00,750.00,19.00,18.00,0.00,33.00
17-505335,3860,Title Only,124417.00,1.00,48.00,826.00,23.00,24.00,0.00,55.00
17-505338,3860,Title Only,44636.00,1.00,56.00,926.00,19.00,26.00,0.00,65.00
2301-202665,3860,Title and Escrow,46835.00,0.00,100.00,1656.00,18.00,57.00,0.00,44.00
17-505342,3860,Title Only,95939.00,1.00,58.00,887.00,22.00,36.00,0.00,141.00
2301-202667,3863,Title and Escrow,266630.00,1.00,55.00,875.00,16.00,23.00,0.00,28.00
17-505343,3863,Title & Sub-Escrow,284000.00,1.00,54.00,883.00,21.00,16.00,0.00,50.00
17-505344,3863,Title & Sub-Escrow,600000.00,1.00,28.00,376.00,18.00,5.00,1.00,45.00
17-505345,3863,LCP - Title Only,57800.00,1.00,35.00,582.00,4.00,11.00,0.00,22.00
17-505346,3863,Title Only,140000.00,2.00,47.00,801.00,19.00,15.00,0.00,35.00
17-505347,3863,Title & Sub-Escrow,740000.00,1.00,37.00,447.00,20.00,8.00,1.00,45.00
17-505348,3860,Title Only,208326.00,1.00,54.00,870.00,22.00,32.00,0.00,62.00
17-505349,3860,Title Only,150605.00,1.00,47.00,854.00,28.00,30.00,0.00,82.00
2301-202668,3860,Title and Escrow,124118.00,1.00,75.00,1200.00,23.00,41.00,0.00,61.00
2301-202669,3863,Title Only,63984.50,1.00,70.00,1210.00,31.00,31.00,0.00,55.00
17-505351,3863,Title Only,900000.00,1.00,55.00,937.00,20.00,22.00,0.00,70.00
17-505352,3863,Title Only,214567.00,1.00,61.00,842.00,18.00,32.00,0.00,40.00
17-505354,3863,LCP - Title Only,228000.00,1.00,34.00,582.00,4.00,11.00,0.00,26.00
17-505355,3863,Property Report / O&E - Title Only,480000.00,2.00,33.00,605.00,8.00,10.00,0.00,69.00
17-505356,3860,Property Report / O&E - Title Only,40000.00,1.00,34.00,559.00,4.00,10.00,0.00,33.00
2301-202671,3860,Title Only,43881.95,0.00,76.00,1245.00,22.00,31.00,0.00,44.00
17-505357,3860,Property Report / O&E - Title Only,50000.00,2.00,41.00,661.00,5.00,15.00,0.00,65.00
17-505358,3863,Title Only,36800.00,1.00,51.00,765.00,19.00,8.00,0.00,28.00
17-505359,3863,LCP - Title Only,35000.00,1.00,35.00,600.00,4.00,12.00,0.00,29.00
17-505360,3863,Title & Sub-Escrow,281000.00,1.00,57.00,989.00,18.00,20.00,0.00,28.00
17-505361,3863,Property Report / O&E - Title Only,150000.00,1.00,21.00,290.00,6.00,3.00,0.00,121.00
2301-202673,3863,Title and Escrow,258450.00,1.00,76.00,1257.00,19.00,36.00,0.00,37.00
17-505362,3863,Title Only,355000.00,1.00,47.00,776.00,18.00,20.00,0.00,49.00
17-505363,3860,Property Report / O&E - Title Only,20300.00,1.00,38.00,565.00,3.00,10.00,0.00,34.00
17-505364,3863,LCP - Title Only,30000.00,1.00,35.00,657.00,4.00,13.00,0.00,16.00
17-505365,3863,Title Only,100000.00,1.00,32.00,658.00,17.00,11.00,0.00,35.00
17-505366,3863,LCP - Title Only,50000.00,1.00,36.00,733.00,7.00,20.00,0.00,28.00
17-505367,3863,Property Report / O&E - Title Only,0.00,1.00,26.00,440.00,6.00,8.00,0.00,15.00
17-505368,3863,Property Report / O&E & Full Escrow,250000.00,2.00,62.00,743.00,7.00,17.00,0.00,41.00
17-505369,3863,LCP - Title Only,30000.00,1.00,35.00,598.00,4.00,8.00,0.00,29.00
17-505370,3860,Property Report / O&E - Title Only,116150.00,1.00,38.00,551.00,4.00,10.00,0.00,99.00
17-505371,3860,Property Report / O&E - Title Only,30000.00,1.00,24.00,285.00,3.00,4.00,0.00,103.00
17-505372,3863,LCP - Title Only,22000.00,1.00,29.00,599.00,4.00,12.00,0.00,49.00
17-505373,3860,Property Report / O&E - Title Only,35050.00,1.00,42.00,678.00,4.00,10.00,0.00,113.00
17-505374,3863,LCP - Title Only,35000.00,1.00,35.00,627.00,4.00,11.00,0.00,22.00
17-505375,3863,Property Report / O&E - Title Only,24500.00,1.00,21.00,292.00,6.00,3.00,0.00,121.00
17-505377,3860,Property Report / O&E - Title Only,58800.00,1.00,37.00,559.00,3.00,10.00,0.00,34.00
17-505378,3863,Property Report / O&E - Title Only,145150.00,1.00,31.00,571.00,6.00,14.00,0.00,30.00
17-505379,3860,Property Report / O&E - Title Only,70900.00,1.00,37.00,558.00,3.00,10.00,0.00,33.00
17-505380,3863,Property Report / O&E - Title Only,125000.00,2.00,32.00,562.00,7.00,8.00,0.00,28.00
17-505381,3863,Title & Sub-Escrow,117000.00,1.00,28.00,369.00,18.00,4.00,1.00,45.00
17-505382,3860,Title Only,183246.00,1.00,38.00,472.00,23.00,10.00,1.00,45.00
17-505383,3860,Property Report / O&E - Title Only,34000.00,1.00,37.00,558.00,5.00,13.00,0.00,34.00
17-505384,3863,Title & Sub-Escrow,190397.00,1.00,100.00,1461.00,23.00,46.00,0.00,65.00
2301-202676,3860,Title and Escrow,625500.00,0.00,43.00,353.00,2.00,8.00,1.00,45.00
17-505385,3860,Property Report / O&E - Title Only,35000.00,1.00,25.00,311.00,3.00,6.00,0.00,121.00
17-505386,3860,Property Report / O&E - Title Only,21000.00,1.00,38.00,541.00,3.00,12.00,0.00,72.00
17-505387,3863,Title Only,241948.00,1.00,23.00,410.00,18.00,3.00,1.00,45.00
17-505388,3860,Property Report / O&E - Title Only,10000.00,1.00,24.00,300.00,3.00,5.00,0.00,121.00
17-505389,3863,Title Only,1992123.00,1.00,60.00,1008.00,32.00,25.00,0.00,55.00
17-505390,3863,Property Report / O&E - Title Only,30000.00,1.00,32.00,522.00,6.00,9.00,0.00,35.00
17-505391,3860,Property Report / O&E - Title Only,60000.00,1.00,37.00,568.00,4.00,11.00,0.00,34.00
2301-202677,29189,Title and Escrow,130000.00,0.00,51.00,596.00,1.00,27.00,1.00,45.00
17-505392,3863,LCP - Title Only,35000.00,1.00,38.00,590.00,4.00,8.00,0.00,29.00
17-505393,3863,Property Report / O&E - Title Only,80000.00,1.00,33.00,526.00,6.00,15.00,0.00,15.00
17-505394,3863,Property Report / O&E - Title Only,216000.00,1.00,20.00,284.00,10.00,3.00,0.00,121.00
17-505395,3860,Title Only,180000.00,1.00,27.00,467.00,23.00,9.00,1.00,45.00
17-505396,3860,Title Only,350000.00,0.00,25.00,280.00,0.00,6.00,1.00,45.00
2301-202679,3860,Title and Escrow,212450.00,1.00,76.00,1213.00,19.00,41.00,0.00,40.00
17-505397,3860,Title Only,162596.00,2.00,44.00,744.00,24.00,22.00,0.00,76.00
17-505399,3863,LCP - Title Only,48470.00,1.00,34.00,655.00,6.00,17.00,0.00,37.00
2301-202680,3863,Title and Escrow,59964.00,2.00,91.00,1463.00,30.00,34.00,0.00,112.00
2301-202681,3863,Title and Escrow,300000.00,6.00,53.00,644.00,36.00,8.00,1.00,45.00
17-505400,3860,Title Only,174100.00,1.00,57.00,943.00,22.00,36.00,0.00,33.00
17-505401,3863,Title & Sub-Escrow,373000.00,1.00,43.00,933.00,19.00,21.00,0.00,29.00
17-505402,3863,Title Only,305017.00,1.00,65.00,917.00,30.00,30.00,0.00,49.00
17-505403,3863,Title Only,472000.00,2.00,42.00,722.00,19.00,16.00,0.00,71.00
17-505404,3863,LCP - Title Only,50000.00,1.00,29.00,497.00,4.00,14.00,0.00,51.00
17-505405,3863,Title & Full Escrow,235000.00,1.00,89.00,1059.00,19.00,23.00,0.00,35.00
2301-202683,3860,Title and Escrow,200000.00,1.00,45.00,462.00,20.00,10.00,1.00,45.00
17-505406,3863,LCP & Sub-Escrow,56600.00,3.00,55.00,884.00,6.00,16.00,0.00,37.00
17-505409,3860,Title Only,85536.00,1.00,62.00,1097.00,23.00,32.00,0.00,62.00
17-505411,3860,Title Only,63400.00,1.00,27.00,499.00,23.00,11.00,1.00,45.00
2301-202684,3860,Title and Escrow,20868.00,0.00,93.00,1299.00,18.00,37.00,0.00,54.00
17-505412,3863,Title Only,35000.00,3.00,55.00,973.00,18.00,26.00,0.00,105.00
17-505414,3860,Title Only,139244.00,1.00,50.00,828.00,24.00,23.00,0.00,54.00
2301-202685,3860,Title and Escrow,290000.00,1.00,72.00,997.00,22.00,29.00,1.00,45.00
17-505415,3863,Title & Sub-Escrow,49500.00,2.00,35.00,461.00,21.00,6.00,1.00,45.00
2301-202686,3863,Title and Escrow,379375.00,0.00,90.00,1630.00,19.00,42.00,0.00,54.00
2301-202687,3860,Title and Escrow,164080.00,1.00,94.00,1487.00,18.00,45.00,0.00,49.00
17-505417,3863,Title & Full Escrow,85000.00,2.00,70.00,1163.00,20.00,24.00,0.00,30.00
2301-202688,3863,Title and Escrow,87615.00,0.00,65.00,1137.00,29.00,27.00,0.00,21.00
2301-202689,29189,Title and Escrow,104876.00,0.00,58.00,1381.00,1.00,40.00,0.00,29.00
2301-202691,3863,Title and Escrow,145542.00,1.00,82.00,1395.00,18.00,45.00,0.00,34.00
17-505418,3860,Property Report / O&E - Title Only,1.00,0.00,22.00,313.00,0.00,8.00,1.00,45.00
17-505419,3863,Title & Full Escrow,660700.00,2.00,56.00,894.00,23.00,20.00,0.00,49.00
17-505421,3863,Title & Full Escrow,239000.00,1.00,57.00,1069.00,18.00,16.00,0.00,23.00
17-505422,3863,Title Only,199500.00,1.00,34.00,564.00,18.00,16.00,0.00,42.00
2301-202693,3860,Title and Escrow,121590.00,2.00,123.00,1511.00,23.00,47.00,0.00,37.00
17-505423,3863,Legal & Vesting - Title Only,31760.46,0.00,28.00,438.00,0.00,6.00,0.00,23.00
17-505424,3863,LCP & Sub-Escrow,75000.00,0.00,24.00,225.00,0.00,3.00,1.00,45.00
17-505425,3863,Title Only,297700.00,2.00,43.00,759.00,22.00,27.00,0.00,70.00
17-505426,3863,Property Report / O&E - Title Only,50000.00,2.00,26.00,426.00,7.00,8.00,0.00,28.00
2301-202696,3863,Title and Escrow,130767.00,0.00,69.00,1272.00,19.00,34.00,0.00,30.00
2301-202697,3860,Title and Escrow,305000.00,1.00,60.00,498.00,19.00,15.00,1.00,45.00
2301-202701,3863,Title and Escrow,154000.00,2.00,55.00,853.00,23.00,24.00,1.00,45.00
17-505427,3863,Property Report / O&E - Title Only,75000.00,1.00,26.00,489.00,7.00,7.00,0.00,29.00
2301-202702,3863,Title and Escrow,180480.00,1.00,70.00,1540.00,19.00,79.00,0.00,35.00
2301-202703,29189,Title and Escrow,192850.00,0.00,66.00,1640.00,2.00,74.00,0.00,83.00
2301-202704,3860,Title and Escrow,64379.00,0.00,71.00,1105.00,19.00,34.00,0.00,34.00
17-505428,3863,Title Only,127900.00,1.00,40.00,757.00,19.00,15.00,0.00,21.00
17-505429,3863,Title & Full Escrow,108000.00,2.00,39.00,422.00,21.00,4.00,1.00,45.00
2301-202705,3860,Title and Escrow,108256.00,1.00,89.00,1758.00,19.00,81.00,0.00,49.00
2301-202706,3863,Title and Escrow,88640.00,0.00,62.00,1051.00,15.00,35.00,0.00,29.00
17-505430,3863,LCP - Title Only,50000.00,1.00,35.00,617.00,4.00,13.00,0.00,43.00
17-505431,3863,Title Only,646250.00,1.00,36.00,620.00,18.00,15.00,0.00,48.00
17-505432,3863,Title Only,300500.00,1.00,43.00,683.00,18.00,18.00,0.00,22.00
2301-202707,3860,Title and Escrow,130000.00,0.00,63.00,744.00,19.00,24.00,1.00,45.00
17-505433,3860,Title Only,139244.00,1.00,51.00,836.00,24.00,23.00,0.00,50.00
17-505434,3863,Title Only,179000.00,1.00,53.00,890.00,18.00,25.00,0.00,77.00
17-505436,3860,Title Only,194095.00,2.00,74.00,1351.00,25.00,39.00,0.00,102.00
2301-202709,3863,Title and Escrow,606096.00,0.00,72.00,1137.00,18.00,33.00,0.00,50.00
17-505437,3860,Title Only,104433.00,1.00,64.00,940.00,25.00,38.00,0.00,132.00
17-505438,3863,Title Only,62659.00,1.00,81.00,981.00,32.00,38.00,0.00,102.00
17-505439,3863,Title Only,128102.00,1.00,61.00,844.00,30.00,24.00,0.00,78.00
17-505441,3860,Title Only,79070.00,1.00,83.00,1026.00,25.00,34.00,0.00,75.00
17-505442,3863,Title Only,352000.00,2.00,28.00,437.00,20.00,9.00,1.00,45.00
2301-202710,3860,Title and Escrow,61560.00,0.00,75.00,1176.00,19.00,44.00,0.00,20.00
17-505443,3860,Title Only,93495.00,3.00,28.00,415.00,23.00,8.00,1.00,45.00
17-505444,3860,TSG - Trustee Sale Guarantee,95061.30,1.00,18.00,479.00,15.00,9.00,0.00,25.00
17-505445,3860,TSG - Trustee Sale Guarantee,179004.34,1.00,13.00,397.00,11.00,5.00,0.00,25.00
17-505446,3860,TSG - Trustee Sale Guarantee,155102.21,1.00,13.00,365.00,9.00,4.00,0.00,25.00
2301-202712,3863,Title and Escrow,190000.00,0.00,48.00,485.00,29.00,8.00,1.00,45.00
17-505448,3863,TSG - Trustee Sale Guarantee,190035.20,1.00,25.00,573.00,16.00,9.00,0.00,25.00
17-505449,3863,Title Only,500000.00,1.00,36.00,621.00,19.00,13.00,0.00,40.00
2301-202715,3863,Title and Escrow,142500.00,1.00,78.00,1226.00,16.00,49.00,0.00,22.00
17-505450,3863,LCP & Full Escrow,46000.00,1.00,75.00,1279.00,4.00,20.00,0.00,27.00
2301-202716,3860,Title and Escrow,189000.00,1.00,48.00,476.00,21.00,8.00,1.00,45.00
17-505451,3863,Property Report / O&E - Title Only,30000.00,1.00,26.00,423.00,6.00,7.00,0.00,15.00
17-505452,3863,Title & Sub-Escrow,332000.00,1.00,54.00,746.00,18.00,23.00,0.00,39.00
17-505453,3860,Property Report / O&E - Title Only,250000.00,1.00,36.00,532.00,5.00,11.00,0.00,41.00
17-505455,3860,Title & Full Escrow,40000.00,0.00,81.00,1126.00,20.00,22.00,0.00,35.00
17-505456,3860,Property Report / O&E - Title Only,50000.00,2.00,35.00,547.00,5.00,13.00,0.00,36.00
2301-202718,3860,Title and Escrow,30450.00,0.00,91.00,1563.00,21.00,48.00,0.00,97.00
17-505458,3860,Property Report / O&E - Title Only,10000.00,1.00,37.00,571.00,3.00,10.00,0.00,43.00
17-505459,3860,Title & Sub-Escrow,414000.00,2.00,33.00,455.00,26.00,5.00,1.00,45.00
17-505460,3863,Property Report / O&E - Title Only,347250.00,2.00,20.00,324.00,13.00,3.00,0.00,120.00
17-505462,3863,Property Report / O&E - Title Only,200000.00,1.00,32.00,550.00,6.00,9.00,0.00,43.00
17-505463,3863,LCP - Title Only,175000.00,2.00,31.00,596.00,5.00,17.00,0.00,29.00
17-505464,3863,Property Report / O&E - Title Only,85000.00,1.00,39.00,731.00,6.00,16.00,0.00,53.00
17-505465,3863,Property Report / O&E - Title Only,150000.00,1.00,33.00,538.00,6.00,9.00,0.00,62.00
17-505466,3860,Property Report / O&E & Full Escrow,66000.00,2.00,69.00,758.00,4.00,24.00,0.00,50.00
17-505467,3860,Property Report / O&E - Title Only,163000.00,1.00,24.00,300.00,4.00,5.00,0.00,120.00
17-505468,3863,Title & Full Escrow,110500.00,0.00,64.00,996.00,16.00,17.00,0.00,63.00
17-505469,3863,Property Report / O&E - Title Only,70800.00,1.00,21.00,288.00,6.00,2.00,0.00,120.00
17-505470,3863,Property Report / O&E - Title Only,75000.00,1.00,32.00,562.00,6.00,12.00,0.00,49.00
17-505471,3863,Title & Sub-Escrow,213000.00,1.00,45.00,974.00,19.00,22.00,0.00,33.00
17-505472,3860,Property Report / O&E - Title Only,58000.00,1.00,38.00,559.00,4.00,12.00,0.00,33.00
17-505473,3863,Title Only,229500.00,1.00,35.00,667.00,19.00,17.00,0.00,26.00
17-505475,3863,Property Report / O&E - Title Only,50000.00,1.00,32.00,542.00,6.00,10.00,0.00,27.00
17-505476,3863,Property Report / O&E - Title Only,50000.00,1.00,21.00,312.00,6.00,3.00,0.00,120.00
17-505477,3863,Title Only,361100.00,1.00,23.00,361.00,18.00,3.00,1.00,45.00
17-505479,3863,Title Only,96000.00,0.00,66.00,1094.00,17.00,37.00,0.00,97.00
17-505480,3860,Property Report / O&E - Title Only,20000.00,1.00,24.00,289.00,3.00,4.00,0.00,120.00
17-505481,3863,LCP - Title Only,50000.00,2.00,34.00,599.00,5.00,10.00,0.00,14.00
17-505482,3863,Title Only,100000.00,1.00,46.00,880.00,20.00,27.00,0.00,71.00
17-505483,3863,LCP - Title Only,75000.00,1.00,22.00,340.00,4.00,3.00,1.00,45.00
17-505485,3863,LCP - Title Only,10000.00,1.00,27.00,348.00,4.00,4.00,1.00,45.00
2301-202721,3860,Title and Escrow,100833.00,0.00,77.00,1210.00,20.00,36.00,0.00,22.00
17-505487,3863,LCP - Title Only,75000.00,0.00,20.00,237.00,0.00,3.00,1.00,45.00
17-505488,3860,Title Only,114379.00,1.00,67.00,954.00,23.00,33.00,0.00,91.00
2301-202722,3863,Title and Escrow,83172.00,0.00,68.00,1106.00,29.00,35.00,0.00,25.00
2301-202723,3860,Title and Escrow,86676.00,1.00,101.00,1682.00,23.00,49.00,0.00,124.00
2301-202724,3863,Title and Escrow,600000.00,1.00,46.00,453.00,30.00,4.00,1.00,45.00
17-505491,3863,Title Only,85000.00,1.00,22.00,404.00,21.00,4.00,1.00,45.00
2301-202725,3860,Title and Escrow,75000.00,1.00,62.00,795.00,23.00,14.00,1.00,45.00
17-505492,3863,Title Only,25000.00,0.00,28.00,619.00,17.00,14.00,0.00,22.00
17-505493,3860,Title Only,80500.00,2.00,41.00,820.00,21.00,31.00,0.00,61.00
17-505496,3860,Title & Sub-Escrow,153829.00,1.00,55.00,977.00,22.00,33.00,0.00,25.00
17-505497,3863,Title & Sub-Escrow,260000.00,1.00,28.00,393.00,19.00,6.00,1.00,45.00
17-505500,3863,Title Only,200000.00,1.00,36.00,770.00,21.00,22.00,0.00,48.00
2301-202726,3863,Title and Escrow,263150.00,3.00,86.00,1543.00,19.00,48.00,0.00,89.00
2301-202727,3863,Title and Escrow,249990.00,1.00,94.00,2038.00,29.00,81.00,0.00,76.00
2301-202728,3860,Title and Escrow,313290.00,1.00,85.00,1415.00,20.00,43.00,0.00,41.00
17-505504,3863,Title Only,50000.00,1.00,60.00,1221.00,24.00,34.00,0.00,34.00
17-505506,3860,Title Only,240000.00,2.00,29.00,452.00,28.00,11.00,1.00,45.00
17-505507,3863,Title & Sub-Escrow,613000.00,2.00,26.00,444.00,24.00,4.00,1.00,45.00
17-505508,3863,LCP - Title Only,70000.00,1.00,27.00,404.00,4.00,5.00,1.00,45.00
17-505509,3863,Title Only,2000000.00,0.00,25.00,291.00,0.00,5.00,1.00,45.00
17-505510,3863,LCP - Title Only,10000.00,1.00,45.00,746.00,4.00,20.00,0.00,55.00
2301-202731,3863,Title and Escrow,370296.00,0.00,65.00,1045.00,14.00,30.00,0.00,83.00
17-505511,3863,Title & Full Escrow,104090.00,1.00,58.00,1034.00,20.00,15.00,0.00,43.00
17-505512,3860,Title Only,150000.00,1.00,29.00,630.00,20.00,15.00,0.00,19.00
17-505514,3863,Title & Full Escrow,107908.00,0.00,40.00,254.00,1.00,3.00,1.00,45.00
2301-202732,3860,Title and Escrow,160000.00,4.00,58.00,715.00,27.00,14.00,1.00,45.00
17-505515,3863,LCP - Title Only,100.00,1.00,24.00,338.00,6.00,4.00,0.00,145.00
2301-202733,3860,Title and Escrow,35000.00,1.00,50.00,463.00,22.00,12.00,1.00,45.00
17-505516,3863,LCP - Title Only,60000.00,1.00,38.00,731.00,4.00,18.00,0.00,158.00
17-505517,3860,Title & Full Escrow,147318.00,1.00,62.00,893.00,23.00,17.00,0.00,53.00
