sFileNumber,vCoverageType,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntriesPerDay,nTotalNotesPerDay,oCancelled,oNumDays
17-501313,In-House without XML,Refinance,51500.00,0.00,48.00,36.73684211,1.052631579,0.00,19.00
2301-201867,In-House without XML,Reverse Mortgage,185762.00,2.00,109.00,50.73529412,2.058823529,0.00,34.00
17-506813,In-House without XML,Refinance,20000.00,1.00,36.00,34.2,0.55,0.00,20.00
17-501450,In-House with Abstractor,Uninsured (Info Products),90000.00,2.00,39.00,13.18604651,0.372093023,0.00,43.00
17-507488,In-House with Abstractor,Refinance,150000.00,1.00,31.00,46.53846154,0.769230769,0.00,13.00
17-510262,In-House without XML,Refinance,91315.00,0.00,42.00,6,0.111111111,1.00,45.00
17-513362,In-House without XML,Refinance,251500.00,1.00,42.00,8.488888889,0.133333333,1.00,45.00
2301-207338,In-House without XML,Reverse Mortgage,1022950.00,1.00,79.00,27.93877551,1.346938776,0.00,49.00
2301-204309,In-House without XML,Reverse Mortgage,175230.00,2.00,73.00,26,1,0.00,55.00
17-504554,In-House without XML,Refinance,97000.00,2.00,55.00,26.08333333,0.416666667,0.00,36.00
2301-205909,In-House with Abstractor,Reverse Mortgage,184680.00,0.00,76.00,24.03921569,0.745098039,0.00,51.00
17-501888,In-House without XML,Refinance,100000.00,1.00,48.00,9.777777778,0.111111111,1.00,45.00
2301-203260,In-House with Abstractor,Reverse Mortgage,100000.00,0.00,42.00,6.333333333,0.022222222,1.00,45.00
17-514241,In-House without XML,Uninsured (Info Products),100000.00,1.00,35.00,14.63888889,0.25,0.00,36.00
2301-205633,In-House without XML,Reverse Mortgage,335268.00,1.00,74.00,53.33333333,1.958333333,0.00,24.00
2301-200440,In-House with Abstractor,Reverse Mortgage,49000.00,1.00,40.00,9.266666667,0.155555556,1.00,45.00
17-501650,In-House with Abstractor,Uninsured (Info Products),171300.00,1.00,39.00,10.62745098,0.274509804,0.00,51.00
17-504609,In-House without XML,Refinance,120000.00,2.00,31.00,29.23529412,1.117647059,0.00,17.00
2301-204954,In-House with Abstractor,Reverse Mortgage,160000.00,0.00,51.00,9.711111111,0.177777778,1.00,45.00
2301-204394,In-House without XML,Reverse Mortgage,300000.00,1.00,52.00,19.55555556,0.533333333,1.00,45.00
17-505690,In-House with XML,Refinance,375000.00,2.00,24.00,9.044444444,0.111111111,1.00,45.00
17-513785,In-House without XML,Refinance,150000.00,0.00,51.00,18.04651163,0.372093023,0.00,43.00
17-505401,In-House without XML,Refinance,373000.00,1.00,43.00,32.17241379,0.724137931,0.00,29.00
17-504751,In-House without XML,Refinance,280000.00,1.00,62.00,16.56862745,0.294117647,0.00,51.00
17-504602,In-House without XML,Refinance,22000.00,1.00,30.00,17.5,0.34375,0.00,32.00
17-505142,In-House without XML,Refinance,209600.00,1.00,34.00,13.86842105,0.394736842,0.00,38.00
2301-205836,In-House without XML,Conventional - Refinance,145000.00,1.00,46.00,8.911111111,0.088888889,1.00,45.00
17-501451,In-House with Abstractor,Uninsured (Info Products),70900.00,1.00,51.00,15,0.4,0.00,45.00
17-507649,In-House with Abstractor,TSG,211510.56,3.00,24.00,506,9,0.00,0.00
2301-204690,In-House with Abstractor,Reverse Mortgage,81620.00,4.00,65.00,24.2,1.088888889,1.00,45.00
2301-204242,In-House without XML,Reverse Mortgage,350000.00,1.00,52.00,12,0.244444444,1.00,45.00
2301-200749,In-House with Abstractor,Reverse Mortgage,105669.00,0.00,70.00,30.5,0.736842105,0.00,38.00
2301-208134,In-House with Abstractor,Reverse Mortgage,210528.70,1.00,53.00,28.77777778,0.703703704,0.00,27.00
2301-205147,In-House with Abstractor,Reverse Mortgage,37192.50,0.00,90.00,26.82608696,0.913043478,0.00,46.00
17-513309,In-House with Abstractor,Refinance,209150.00,1.00,63.00,28.39393939,0.545454545,0.00,33.00
17-507795,In-House with Abstractor,Refinance,75000.00,0.00,30.00,37.06666667,0.666666667,0.00,15.00
17-504274,In-House with Abstractor,Refinance,840000.00,2.00,28.00,10.75555556,0.244444444,1.00,45.00
17-501270,In-House with Abstractor,TSG,105928.82,2.00,30.00,5.83908046,0.137931034,0.00,87.00
2301-201662,In-House with Abstractor,Reverse Mortgage,65000.00,2.00,77.00,22.91111111,0.866666667,1.00,45.00
17-509247,In-House without XML,Refinance,343100.00,0.00,36.00,4.844444444,0.066666667,1.00,45.00
17-508380,In-House without XML,Uninsured (Info Products),439000.00,0.00,16.00,5.511111111,0.177777778,1.00,45.00
2301-204273,In-House with Abstractor,Reverse Mortgage,500000.00,4.00,57.00,15.08888889,0.444444444,1.00,45.00
17-513321,In-House without XML,Refinance,315900.00,2.00,39.00,19.77142857,0.371428571,0.00,35.00
17-508674,In-House without XML,Refinance,141778.00,1.00,56.00,19.91428571,0.428571429,0.00,35.00
2301-200639,In-House with Abstractor,Reverse Mortgage,125580.00,0.00,97.00,44.82857143,1,0.00,35.00
17-516838,In-House with Abstractor,Refinance,216192.00,0.00,30.00,7.622222222,0.088888889,1.00,45.00
2301-200478,In-House without XML,Reverse Mortgage,56000.00,3.00,68.00,22,0.755555556,1.00,45.00
17-508523,In-House without XML,Refinance,1.00,1.00,21.00,7.044444444,0.133333333,1.00,45.00
2301-205425,In-House without XML,Reverse Mortgage,222894.00,1.00,72.00,28.19047619,0.761904762,0.00,42.00
17-503067,In-House with Abstractor,Refinance,400000.00,1.00,74.00,22.71428571,0.857142857,0.00,56.00
17-506036,In-House with Abstractor,Refinance,211894.00,2.00,60.00,12.64516129,0.516129032,0.00,62.00
17-507558,In-House without XML,Refinance,15000.00,2.00,48.00,14.11320755,0.245283019,0.00,53.00
2301-203701,In-House without XML,Reverse Mortgage,130000.00,1.00,45.00,13.04444444,0.577777778,1.00,45.00
17-512022,In-House with Abstractor,Refinance,120000.00,2.00,108.00,19.83783784,0.621621622,0.00,74.00
17-500574,In-House without XML,Refinance,110809.00,1.00,57.00,15.85714286,0.482142857,0.00,56.00
17-508761,In-House with Abstractor,Refinance,94487.00,1.00,54.00,7.266129032,0.185483871,0.00,124.00
2301-203534,In-House with Abstractor,Reverse Mortgage,92000.00,0.00,57.00,14.28888889,0.333333333,1.00,45.00
17-509522,In-House without XML,Uninsured (Info Products),168200.00,2.00,34.00,20.66666667,0.296296296,0.00,27.00
2301-206451,In-House with Abstractor,Reverse Mortgage,120681.00,2.00,75.00,37.54545455,1.363636364,0.00,33.00
2301-200305,In-House with Abstractor,Reverse Mortgage,87360.00,0.00,80.00,51.89285714,1.357142857,0.00,28.00
17-505882,In-House with Abstractor,Refinance,60000.00,1.00,50.00,10.07317073,0.292682927,0.00,82.00
2301-208193,In-House with Abstractor,Reverse Mortgage,225000.00,0.00,43.00,6.688888889,0.044444444,1.00,45.00
2301-200836,In-House with Abstractor,Reverse Mortgage,114000.00,0.00,39.00,5.822222222,0.133333333,1.00,45.00
17-504308,In-House without XML,Refinance,750000.00,2.00,43.00,27.38709677,0.838709677,0.00,31.00
17-511905,In-House with XML,Refinance,520000.00,2.00,38.00,13.41818182,0.290909091,0.00,55.00
17-506307,In-House without XML,Refinance,50000.00,2.00,66.00,12.24444444,0.322222222,0.00,90.00
2301-203668,In-House with Abstractor,Reverse Mortgage,150000.00,1.00,50.00,12.22222222,0.311111111,1.00,45.00
17-505777,In-House with XML,Refinance,100000.00,0.00,51.00,11.16483516,0.373626374,0.00,91.00
2301-200201,In-House without XML,Reverse Mortgage,56000.00,3.00,67.00,16,0.355555556,1.00,45.00
17-511144,In-House without XML,Refinance,99205.00,0.00,70.00,26.4,0.514285714,0.00,35.00
17-504549,In-House without XML,Refinance,65000.00,1.00,64.00,30.87179487,0.743589744,0.00,39.00
17-507700,In-House without XML,Refinance,50000.00,2.00,57.00,14.86440678,0.338983051,0.00,59.00
17-515175,In-House without XML,TSG,154626.70,2.00,11.00,418,4,0.00,0.00
2301-205192,In-House without XML,Reverse Mortgage,294840.00,1.00,67.00,35.4,1.311111111,0.00,45.00
2301-207274,In-House without XML,Reverse Mortgage,114938.00,0.00,73.00,47.25,1.428571429,0.00,28.00
2301-205191,In-House without XML,Reverse Mortgage,600000.00,2.00,49.00,12.55555556,0.466666667,1.00,45.00
17-509348,In-House without XML,Refinance,44000.00,1.00,34.00,23.17857143,0.392857143,0.00,28.00
2301-203987,In-House without XML,Reverse Mortgage,249522.00,0.00,78.00,44.84,1.12,0.00,25.00
2301-200088,In-House without XML,Reverse Mortgage,126075.00,0.00,95.00,46.59375,1.09375,0.00,32.00
17-501395,In-House without XML,Refinance,70000.00,1.00,55.00,14.80597015,0.23880597,0.00,67.00
17-508093,In-House with Abstractor,Uninsured (Info Products),57900.00,2.00,24.00,2.721153846,0.038461538,0.00,104.00
17-506096,In-House with Abstractor,Refinance,266426.00,1.00,100.00,31.24444444,0.933333333,0.00,45.00
17-509598,In-House without XML,Refinance,35000.00,0.00,55.00,25.29545455,0.522727273,0.00,44.00
17-512207,In-House without XML,Refinance,40000.00,2.00,52.00,16.84090909,0.295454545,0.00,44.00
2301-204703,In-House without XML,Reverse Mortgage,268570.00,2.00,100.00,34.55172414,1.431034483,0.00,58.00
2301-201603,In-House with Abstractor,Reverse Mortgage,34884.00,0.00,81.00,31.38888889,1.055555556,0.00,36.00
17-501809,In-House without XML,Refinance,166000.00,1.00,39.00,11.2,0.222222222,1.00,45.00
17-507742,In-House with Abstractor,Uninsured (Info Products),100000.00,1.00,73.00,28.17857143,0.642857143,0.00,28.00
17-509678,In-House without XML,Uninsured (Info Products),22000.00,2.00,27.00,24.88888889,0.666666667,0.00,18.00
17-504812,In-House without XML,Refinance,175010.00,1.00,24.00,9.533333333,0.111111111,1.00,45.00
2301-205211,In-House without XML,Reverse Mortgage,41015.00,0.00,89.00,33.12195122,0.926829268,0.00,41.00
2301-203795,In-House without XML,Reverse Mortgage,235600.00,2.00,84.00,44.88571429,1.314285714,0.00,35.00
2301-203616,In-House with Abstractor,Reverse Mortgage,105186.00,0.00,80.00,31.55263158,1.026315789,0.00,38.00
17-503714,In-House with Abstractor,Refinance,178056.00,1.00,34.00,10.35555556,0.155555556,1.00,45.00
2301-203119,In-House with Abstractor,Reverse Mortgage,286000.00,0.00,49.00,6.977777778,0.155555556,1.00,45.00
17-508873,In-House without XML,Refinance,100000.00,1.00,34.00,8.684931507,0.136986301,0.00,73.00
17-505840,In-House without XML,Uninsured (Info Products),50000.00,1.00,26.00,10.09302326,0.209302326,0.00,43.00
2301-201808,In-House without XML,Reverse Mortgage,375300.00,1.00,67.00,47.04545455,1.5,0.00,22.00
17-503820,In-House without XML,Refinance,432000.00,1.00,56.00,31.6,0.833333333,0.00,30.00
2301-201133,In-House without XML,Reverse Mortgage,329013.00,3.00,78.00,28.16,1.2,0.00,50.00
17-510117,In-House without XML,Refinance,102500.00,1.00,86.00,44.51851852,0.888888889,0.00,27.00
17-501868,In-House without XML,Refinance,185500.00,1.00,46.00,12.13333333,0.244444444,1.00,45.00
2301-207940,In-House without XML,Reverse Mortgage,74908.00,1.00,72.00,53.56,1.84,0.00,25.00
17-506055,In-House without XML,Uninsured (Info Products),100000.00,1.00,35.00,21.07407407,0.296296296,0.00,27.00
2301-206941,In-House without XML,Reverse Mortgage,345600.00,1.00,76.00,18.94915254,0.762711864,0.00,59.00
17-507394,In-House with XML,Refinance,320000.00,1.00,53.00,19.76190476,0.404761905,0.00,42.00
17-512844,In-House without XML,Refinance,72000.00,1.00,39.00,10.94545455,0.272727273,0.00,55.00
17-503785,In-House without XML,Refinance,78000.00,0.00,44.00,29.76666667,0.633333333,0.00,30.00
17-512172,In-House without XML,Refinance,2420000.00,2.00,66.00,15.47142857,0.371428571,0.00,70.00
2301-207809,In-House without XML,Reverse Mortgage,426591.00,0.00,89.00,34.5,1.571428571,0.00,42.00
17-508222,In-House with XML,Refinance,364000.00,2.00,56.00,19.52272727,0.363636364,0.00,44.00
2301-205177,In-House without XML,Reverse Mortgage,227140.00,0.00,78.00,17.79268293,0.804878049,0.00,82.00
17-505841,In-House without XML,Refinance,128200.00,3.00,68.00,20.79591837,0.387755102,0.00,49.00
17-505482,In-House without XML,Refinance,100000.00,1.00,46.00,12.49295775,0.38028169,0.00,71.00
17-506558,In-House with Abstractor,Refinance,172500.00,1.00,35.00,11.42222222,0.177777778,1.00,45.00
17-501715,In-House without XML,Refinance,27150.00,2.00,43.00,18.37142857,0.4,0.00,35.00
2301-205563,In-House without XML,Reverse Mortgage,175540.00,2.00,98.00,49.8,1.966666667,0.00,30.00
17-509856,In-House without XML,Refinance,55000.00,1.00,31.00,22.66666667,0.541666667,0.00,24.00
17-505526,In-House without XML,Refinance,50000.00,1.00,30.00,17.35714286,0.357142857,0.00,28.00
17-501306,In-House without XML,Refinance,36000.00,1.00,47.00,19.6969697,0.393939394,0.00,33.00
17-514363,In-House without XML,Refinance,346400.00,1.00,100.00,33.75609756,0.682926829,0.00,41.00
2301-202401,In-House with Abstractor,Reverse Mortgage,33825.00,1.00,94.00,23.55555556,0.755555556,1.00,45.00
2301-202458,In-House with Abstractor,Reverse Mortgage,83375.00,0.00,82.00,29.47727273,0.727272727,0.00,44.00
2301-205102,In-House with Abstractor,Reverse Mortgage,51057.00,8.00,85.00,41.35135135,1.918918919,0.00,37.00
17-512005,In-House without XML,Refinance,200000.00,2.00,35.00,11.78333333,0.183333333,0.00,60.00
2301-207650,In-House without XML,Reverse Mortgage,281664.00,1.00,69.00,45.72222222,1.444444444,0.00,36.00
17-510031,In-House with Abstractor,Refinance,348000.00,1.00,48.00,15.64285714,0.357142857,0.00,42.00
17-503304,In-House with Abstractor,Uninsured (Info Products),27800.00,2.00,66.00,27.89655172,0.689655172,0.00,29.00
2301-207410,In-House without XML,Reverse Mortgage,287452.00,1.00,63.00,20.90196078,0.843137255,0.00,51.00
17-512849,In-House with Abstractor,Refinance,171000.00,2.00,72.00,24.02380952,0.523809524,0.00,42.00
17-503344,In-House without XML,Uninsured (Info Products),50000.00,1.00,31.00,35,0.571428571,0.00,14.00
17-511161,In-House with Abstractor,Refinance,226746.00,1.00,70.00,17.34920635,0.317460317,0.00,63.00
17-500507,In-House without XML,Refinance,179750.00,2.00,101.00,11.63565891,0.279069767,0.00,129.00
17-509652,In-House with Abstractor,Refinance,109798.00,1.00,59.00,23.62857143,0.485714286,0.00,35.00
2301-207164,In-House with Abstractor,Reverse Mortgage,99188.00,0.00,83.00,51.03125,1.3125,0.00,32.00
17-506346,In-House without XML,Refinance,405919.00,1.00,37.00,24.86956522,0.391304348,0.00,23.00
17-503875,In-House without XML,Refinance,146000.00,1.00,63.00,24.74285714,0.485714286,0.00,35.00
17-503154,In-House without XML,TSG,64748.37,4.00,12.00,6.857142857,0.071428571,0.00,56.00
2301-201720,In-House with Abstractor,Reverse Mortgage,278000.00,2.00,100.00,23.84444444,0.911111111,1.00,45.00
17-501205,In-House with Abstractor,Uninsured (Info Products),98000.00,1.00,37.00,38.86666667,0.933333333,0.00,15.00
17-500470,In-House without XML,Refinance,110000.00,1.00,48.00,12.22222222,0.155555556,1.00,45.00
2301-200828,In-House without XML,Reverse Mortgage,70357.00,1.00,80.00,66.90909091,1.727272727,0.00,22.00
17-502351,In-House without XML,Refinance,104760.00,2.00,69.00,41.79166667,0.833333333,0.00,24.00
17-512915,In-House without XML,Refinance,78000.00,0.00,70.00,18.05555556,0.296296296,0.00,54.00
17-510088,In-House without XML,Refinance,235000.00,1.00,70.00,19.69811321,0.283018868,0.00,53.00
17-515527,In-House without XML,Refinance,212657.00,0.00,38.00,5.822222222,0.133333333,1.00,45.00
17-508256,In-House without XML,Refinance,60000.00,1.00,39.00,8.30952381,0.154761905,0.00,84.00
2301-205088,In-House without XML,Reverse Mortgage,98362.00,0.00,76.00,53.61904762,1.904761905,0.00,21.00
17-503242,In-House without XML,Refinance,200000.00,1.00,26.00,8.133333333,0.155555556,1.00,45.00
2301-204634,In-House with Abstractor,Reverse Mortgage,216000.00,1.00,73.00,56.63157895,2,0.00,19.00
17-506377,In-House with Abstractor,Refinance,180000.00,2.00,55.00,29.46428571,0.821428571,0.00,28.00
17-510274,In-House with Abstractor,Uninsured (Info Products),250000.00,1.00,39.00,22.13636364,0.5,0.00,22.00
17-517237,In-House with Abstractor,TSG,243602.98,8.00,13.00,442,5,0.00,0.00
2301-201353,In-House with Abstractor,Reverse Mortgage,135000.00,1.00,54.00,13.97777778,0.311111111,1.00,45.00
17-504964,In-House with Abstractor,Uninsured (Info Products),176000.00,2.00,25.00,2.706422018,0.036697248,0.00,109.00
17-501559,In-House without XML,Uninsured (Info Products),25000.00,0.00,31.00,7.666666667,0.044444444,1.00,45.00
2301-202303,In-House without XML,Reverse Mortgage,366543.00,1.00,67.00,25.8125,0.895833333,0.00,48.00
17-512030,In-House with Abstractor,Refinance,97600.00,1.00,79.00,39.9,0.766666667,0.00,30.00
2301-203828,In-House with Abstractor,Reverse Mortgage,250000.00,2.00,45.00,9.333333333,0.177777778,1.00,45.00
2301-208455,In-House without XML,Reverse Mortgage,115000.00,1.00,53.00,9.844444444,0.111111111,1.00,45.00
17-509507,In-House without XML,Uninsured (Info Products),1.00,1.00,15.00,2.392523364,0.028037383,0.00,107.00
17-505256,In-House without XML,Uninsured (Info Products),69000.00,1.00,62.00,20.95238095,0.642857143,0.00,42.00
17-508657,In-House without XML,Uninsured (Info Products),308000.00,1.00,15.00,2.140495868,0.024793388,0.00,121.00
17-503580,In-House with Abstractor,Refinance,137100.00,1.00,72.00,21,0.454545455,0.00,55.00
17-503323,In-House without XML,Refinance,167634.00,1.00,25.00,9.244444444,0.088888889,1.00,45.00
17-512194,In-House with Abstractor,Refinance,210419.00,1.00,64.00,11.75384615,0.276923077,0.00,65.00
17-506800,In-House without XML,Refinance,125000.00,0.00,64.00,627,11,1.00,0.00
17-505096,In-House with Abstractor,Refinance,109500.00,1.00,86.00,14.2,0.5875,0.00,80.00
17-513283,In-House without XML,Refinance,330000.00,3.00,54.00,17.16666667,0.37037037,0.00,54.00
2301-201566,In-House without XML,Reverse Mortgage,400000.00,2.00,90.00,16.38181818,0.581818182,0.00,110.00
17-502988,In-House with Abstractor,TSG,79738.20,1.00,30.00,9.85,0.216666667,0.00,60.00
17-510778,In-House with Abstractor,Uninsured (Info Products),30000.00,2.00,38.00,17.27586207,0.379310345,0.00,29.00
17-502188,In-House without XML,Refinance,137500.00,1.00,39.00,10.04444444,0.2,1.00,45.00
2301-201469,In-House with Abstractor,Reverse Mortgage,350000.00,0.00,56.00,15.28888889,0.333333333,1.00,45.00
2301-200055,In-House without XML,Reverse Mortgage,270000.00,1.00,47.00,9.866666667,0.088888889,1.00,45.00
2301-200759,In-House without XML,Reverse Mortgage,329013.00,0.00,77.00,46.59259259,1.111111111,0.00,27.00
17-505967,In-House with XML,Refinance,625500.00,1.00,24.00,9.8,0.177777778,1.00,45.00
17-506600,In-House without XML,Refinance,23299.00,2.00,41.00,7.711111111,0.111111111,1.00,45.00
17-506609,In-House without XML,Refinance,38000.00,0.00,81.00,47.7037037,1.037037037,0.00,27.00
17-502251,In-House without XML,Refinance,10000.00,1.00,40.00,15.46875,0.40625,0.00,32.00
17-504422,In-House without XML,Refinance,75000.00,1.00,25.00,7.6,0.088888889,1.00,45.00
17-508711,In-House without XML,Refinance,12000.00,1.00,73.00,35.73529412,0.794117647,0.00,34.00
2301-205326,In-House without XML,Reverse Mortgage,303360.00,1.00,89.00,68.81818182,2.318181818,0.00,22.00
2301-201284,In-House without XML,Reverse Mortgage,625500.00,1.00,44.00,10.82222222,0.155555556,1.00,45.00
2301-205538,In-House with Abstractor,Reverse Mortgage,247689.00,0.00,78.00,48.34782609,1.52173913,0.00,23.00
