sFileNumber,vCoverageType,vProduct,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
2301-200122,3863,Title and Escrow,64920.00,0.00,64920.00,0.00,95.00,1796.00,30.00,44.00,0.00,21.00
17-500193,3863,Title Only,159995.00,161237.00,-1242.00,1.00,56.00,840.00,17.00,26.00,0.00,38.00
17-500194,3863,Title & Full Escrow,298050.00,300000.00,-1950.00,1.00,70.00,1218.00,18.00,14.00,0.00,37.00
17-500195,3860,Property Report / O&E - Title Only,222750.00,214300.00,8450.00,1.00,42.00,625.00,4.00,12.00,0.00,63.00
17-500197,3863,Property Report / O&E - Title Only,1.00,452960.00,-452959.00,2.00,29.00,336.00,5.00,4.00,0.00,199.00
2301-200123,3860,Title and Escrow,40000.00,19800.00,20200.00,1.00,76.00,1147.00,21.00,30.00,0.00,49.00
2301-200124,3860,Title and Escrow,97845.00,0.00,97845.00,0.00,95.00,1358.00,20.00,27.00,0.00,43.00
17-500198,3863,LCP - Title Only,20000.00,0.00,20000.00,0.00,46.00,731.00,4.00,9.00,0.00,90.00
2301-200125,3863,Title and Escrow,82925.00,0.00,82925.00,0.00,92.00,1367.00,16.00,37.00,0.00,31.00
2301-200126,3863,Title and Escrow,363415.50,200000.00,163415.50,1.00,113.00,1760.00,16.00,64.00,0.00,43.00
17-500199,3863,LCP - Title Only,175000.00,0.00,175000.00,0.00,34.00,401.00,4.00,5.00,1.00,45.00
17-500200,3863,Title Only,164108.00,164109.00,-1.00,1.00,65.00,1044.00,30.00,28.00,0.00,36.00
2301-200127,3860,Title and Escrow,91000.00,0.00,91000.00,0.00,68.00,849.00,20.00,23.00,1.00,45.00
17-500201,3860,Title & Sub-Escrow,254212.00,255850.00,-1638.00,1.00,62.00,1528.00,24.00,44.00,0.00,52.00
17-500202,3863,Title & Full Escrow,352000.00,460629.00,-108629.00,2.00,61.00,606.00,17.00,15.00,1.00,45.00
2301-200129,3860,Title and Escrow,67390.00,0.00,67390.00,0.00,117.00,2405.00,4.00,74.00,0.00,64.00
17-500204,3863,Title & Sub-Escrow,150000.00,150000.00,0.00,1.00,79.00,1268.00,22.00,22.00,0.00,57.00
2301-200131,3863,Title and Escrow,131000.00,75000.00,56000.00,1.00,50.00,497.00,4.00,4.00,1.00,45.00
17-500205,3863,Title & Sub-Escrow,302850.00,350500.00,-47650.00,1.00,74.00,1118.00,20.00,41.00,0.00,52.00
2301-200133,3860,Title and Escrow,197242.50,0.00,197242.50,0.00,144.00,1815.00,20.00,69.00,0.00,45.00
2301-200135,3860,Title and Escrow,42080.00,0.00,42080.00,0.00,101.00,1817.00,21.00,60.00,0.00,105.00
2301-200136,3863,Title and Escrow,278875.00,193276.00,85599.00,2.00,86.00,1635.00,19.00,44.00,0.00,31.00
2301-200137,3863,Title Only,50970.87,45000.00,5970.87,2.00,60.00,1271.00,32.00,30.00,0.00,21.00
2301-200138,3863,Title and Escrow,625500.00,185000.00,440500.00,3.00,53.00,660.00,19.00,14.00,1.00,45.00
2301-200139,3860,Title and Escrow,127470.00,0.00,127470.00,0.00,94.00,1626.00,20.00,44.00,0.00,34.00
2301-200140,3863,Title Only,130000.00,0.00,130000.00,0.00,56.00,573.00,26.00,14.00,1.00,45.00
17-500206,3863,Property Report / O&E - Title Only,123450.00,819000.00,-695550.00,3.00,39.00,610.00,11.00,16.00,0.00,78.00
17-500207,3860,Title & Sub Escrow,136126.00,154528.00,-18402.00,1.00,65.00,1029.00,21.00,29.00,0.00,63.00
17-500208,3863,Title & Sub-Escrow,177750.00,179353.00,-1603.00,1.00,60.00,996.00,18.00,25.00,0.00,51.00
17-500209,3863,Title & Sub-Escrow,122700.00,220758.86,-98058.86,4.00,63.00,986.00,24.00,32.00,0.00,64.00
2301-200143,3863,Title and Escrow,124650.00,0.00,124650.00,0.00,84.00,1340.00,6.00,29.00,1.00,45.00
17-500210,3860,Title & Sub Escrow,254375.00,23170.98,231204.02,3.00,95.00,1806.00,28.00,62.00,0.00,92.00
2301-200144,3863,Title and Escrow,281320.00,266795.89,14524.11,2.00,99.00,1644.00,18.00,50.00,0.00,41.00
2301-200145,3863,Title and Escrow,207769.84,178000.00,29769.84,1.00,87.00,2623.00,8.00,79.00,0.00,49.00
17-500211,3863,Title Only,693150.00,121311.24,571838.76,2.00,61.00,980.00,24.00,32.00,0.00,50.00
17-500212,3860,Property Report / O&E & Full Escrow,44850.00,192425.17,-147575.17,2.00,78.00,1035.00,8.00,29.00,0.00,50.00
2301-200146,3863,Title and Escrow,245340.00,376000.00,-130660.00,1.00,84.00,1548.00,29.00,30.00,0.00,48.00
17-500214,3863,Title & Sub-Escrow,72000.00,150000.00,-78000.00,1.00,56.00,759.00,21.00,20.00,0.00,76.00
17-500215,3863,LCP - Title Only,20000.00,263155.00,-243155.00,1.00,50.00,735.00,4.00,16.00,0.00,45.00
2301-200147,29189,Title and Escrow,111285.60,0.00,111285.60,0.00,67.00,1412.00,5.00,46.00,0.00,24.00
2301-200148,3863,Title and Escrow,368419.50,0.00,368419.50,0.00,75.00,1375.00,17.00,45.00,0.00,63.00
17-500217,3863,Title Only,414000.00,417000.00,-3000.00,1.00,65.00,1224.00,20.00,39.00,0.00,31.00
17-500218,3863,LCP - Title Only,57000.00,0.00,57000.00,0.00,26.00,232.00,2.00,2.00,1.00,45.00
17-500219,3860,Property Report / O&E - Title Only,120000.00,1072500.00,-952500.00,1.00,46.00,607.00,4.00,12.00,0.00,52.00
17-500220,3863,Property Report / O&E - Title Only,45000.00,212000.00,-167000.00,1.00,49.00,656.00,4.00,9.00,0.00,55.00
17-500221,3863,Title & Sub-Escrow,467032.00,381650.00,85382.00,1.00,65.00,1044.00,20.00,27.00,0.00,51.00
17-500222,3860,Title Only,89114.00,115598.42,-26484.42,2.00,82.00,1460.00,23.00,56.00,0.00,103.00
2301-200149,3863,Title and Escrow,147835.56,244000.00,-96164.44,3.00,88.00,1567.00,21.00,55.00,0.00,40.00
17-500223,3860,Title & Sub-Escrow,189542.00,190543.00,-1001.00,1.00,72.00,1479.00,24.00,49.00,0.00,91.00
17-500224,3860,Title & Sub-Escrow,59675.00,59676.00,-1.00,1.00,59.00,1207.00,24.00,26.00,0.00,33.00
17-500225,3860,TSG - Trustee Sale Guarantee,128246.50,136484.89,-8238.39,2.00,17.00,451.00,12.00,6.00,0.00,103.00
2301-200150,3860,Title and Escrow,120000.00,0.00,120000.00,0.00,56.00,658.00,19.00,16.00,1.00,45.00
2301-200151,3860,Title and Escrow,39825.00,4039.27,35785.73,3.00,91.00,1612.00,25.00,53.00,0.00,68.00
17-500226,3860,Title & Sub-Escrow,492000.00,535691.00,-43691.00,2.00,45.00,544.00,23.00,13.00,1.00,45.00
17-500227,3860,Title & Sub-Escrow,151000.00,94729.00,56271.00,1.00,37.00,478.00,22.00,7.00,1.00,45.00
17-500228,3863,LCP & Sub-Escrow,65000.00,485000.00,-420000.00,2.00,43.00,569.00,5.00,6.00,1.00,45.00
17-500229,3860,Title & Full Escrow,156000.00,165500.00,-9500.00,2.00,79.00,1290.00,21.00,32.00,0.00,37.00
17-500230,3860,Property Report / O&E - Title Only,530000.00,532250.00,-2250.00,1.00,25.00,385.00,10.00,5.00,0.00,198.00
17-500231,3860,Property Report / O&E - Title Only,25000.00,155000.00,-130000.00,1.00,38.00,569.00,4.00,13.00,0.00,28.00
17-500232,3863,Title Only,275987.00,283986.00,-7999.00,1.00,59.00,1009.00,18.00,29.00,0.00,51.00
17-500233,3863,LCP - Title Only,133000.00,0.00,133000.00,0.00,41.00,592.00,4.00,13.00,0.00,50.00
17-500234,3860,Property Report / O&E - Title Only,50000.00,334950.00,-284950.00,1.00,42.00,568.00,4.00,12.00,0.00,40.00
17-500235,3860,Title Only,111050.00,127500.00,-16450.00,1.00,90.00,1423.00,24.00,37.00,0.00,99.00
2301-200154,3860,Title and Escrow,102790.00,106075.00,-3285.00,1.00,76.00,1211.00,19.00,36.00,0.00,58.00
17-500237,3863,Title Only,364000.00,620000.00,-256000.00,1.00,49.00,723.00,19.00,18.00,0.00,41.00
17-500238,3863,Title & Sub-Escrow,290106.00,250000.00,40106.00,1.00,40.00,438.00,19.00,4.00,1.00,45.00
17-500239,3863,Title & Sub-Escrow,320000.00,280000.00,40000.00,1.00,38.00,415.00,18.00,5.00,1.00,45.00
17-500240,3863,Title & Full Escrow,157500.00,123000.00,34500.00,1.00,69.00,1032.00,16.00,23.00,0.00,55.00
17-500241,3860,Title & Sub-Escrow,160000.00,163014.00,-3014.00,1.00,48.00,512.00,22.00,10.00,1.00,45.00
17-500242,3863,LCP - Title Only,100000.00,105000.00,-5000.00,1.00,53.00,746.00,4.00,14.00,0.00,55.00
17-500243,3863,LCP - Title Only,100000.00,110400.00,-10400.00,1.00,59.00,867.00,4.00,19.00,0.00,65.00
17-500244,3860,Property Report / O&E - Title Only,38000.00,173900.00,-135900.00,2.00,28.00,361.00,6.00,6.00,0.00,199.00
17-500245,3863,Title & Sub-Escrow,167400.00,167639.00,-239.00,1.00,54.00,805.00,18.00,24.00,0.00,56.00
17-500246,3860,Property Report / O&E - Title Only,50000.00,285000.00,-235000.00,1.00,48.00,584.00,6.00,7.00,0.00,42.00
2301-200156,3860,Title and Escrow,265000.00,185334.04,79665.96,4.00,52.00,680.00,22.00,18.00,1.00,45.00
17-500247,3863,LCP & Sub-Escrow,25000.00,0.00,25000.00,0.00,65.00,1018.00,8.00,21.00,0.00,103.00
2301-200158,3863,Title and Escrow,341523.00,431000.00,-89477.00,2.00,82.00,1737.00,18.00,59.00,0.00,69.00
2301-200159,3860,Title and Escrow,91770.00,54000.00,37770.00,1.00,85.00,1578.00,22.00,52.00,0.00,64.00
17-500248,3863,Title Only,284000.00,335000.00,-51000.00,2.00,45.00,1043.00,18.00,23.00,0.00,23.00
17-500249,3863,Property Report / O&E - Title Only,120000.00,299000.00,-179000.00,1.00,50.00,639.00,4.00,10.00,0.00,64.00
17-500250,3860,Property Report / O&E - Title Only,15000.00,125510.00,-110510.00,1.00,28.00,360.00,4.00,5.00,0.00,198.00
17-500251,3863,Title & Full Escrow,79500.00,105250.00,-25750.00,2.00,73.00,1220.00,19.00,20.00,0.00,48.00
17-500252,3863,Title & Sub-Escrow,189700.00,198000.00,-8300.00,1.00,56.00,905.00,18.00,24.00,0.00,48.00
17-500253,3863,Title & Full Escrow,96000.00,100211.43,-4211.43,3.00,83.00,1423.00,28.00,32.00,0.00,71.00
2301-200160,3863,Title and Escrow,169940.00,0.00,169940.00,0.00,91.00,1259.00,17.00,40.00,0.00,68.00
17-500254,3860,Property Report / O&E - Title Only,40000.00,324000.00,-284000.00,1.00,42.00,612.00,5.00,11.00,0.00,62.00
2301-200161,3863,Title and Escrow,243000.00,255000.00,-12000.00,1.00,82.00,1440.00,20.00,42.00,0.00,23.00
17-500256,3863,Title & Full Escrow,234000.00,200000.00,34000.00,1.00,75.00,1048.00,22.00,20.00,0.00,70.00
17-500258,3863,Title & Full Escrow,270000.00,293800.00,-23800.00,1.00,74.00,1026.00,19.00,22.00,0.00,64.00
17-500261,3863,Property Report / O&E - Title Only,100000.00,350000.00,-250000.00,1.00,45.00,640.00,4.00,14.00,0.00,103.00
2301-200162,3863,Title and Escrow,48918.00,0.00,48918.00,0.00,89.00,1448.00,17.00,34.00,0.00,34.00
17-500262,3860,Property Report / O&E - Title Only,75000.00,260000.00,-185000.00,1.00,48.00,579.00,4.00,9.00,0.00,33.00
17-500263,3863,LCP & Sub-Escrow,80000.00,199918.22,-119918.22,2.00,41.00,515.00,6.00,6.00,1.00,45.00
17-500264,3863,Title Only,213831.00,0.00,213831.00,0.00,36.00,306.00,2.00,5.00,1.00,45.00
2301-200165,3860,Title and Escrow,135000.00,96000.00,39000.00,1.00,57.00,601.00,11.00,13.00,1.00,45.00
17-500266,3860,Property Report / O&E - Title Only,107500.00,172300.00,-64800.00,2.00,43.00,592.00,9.00,22.00,0.00,44.00
2301-200166,3860,Title and Escrow,550000.00,480000.00,70000.00,1.00,50.00,410.00,18.00,6.00,1.00,45.00
2301-200167,3860,Title and Escrow,70620.00,0.00,70620.00,0.00,101.00,1527.00,20.00,54.00,0.00,20.00
2301-200168,3860,Title and Escrow,34398.00,32771.85,1626.15,1.00,114.00,2019.00,23.00,66.00,0.00,28.00
2301-200169,3860,Title and Escrow,625500.00,150000.00,475500.00,1.00,95.00,1189.00,25.00,45.00,1.00,45.00
17-500270,3863,Title & Full Escrow,85000.00,98242.00,-13242.00,1.00,64.00,492.00,6.00,7.00,1.00,45.00
2301-200170,3863,Title and Escrow,44631.00,38000.00,6631.00,1.00,74.00,1283.00,18.00,34.00,0.00,62.00
17-500271,3863,Title & Full Escrow,87000.00,96750.00,-9750.00,1.00,62.00,426.00,6.00,5.00,1.00,45.00
17-500272,3863,Title & Sub-Escrow,207000.00,217076.00,-10076.00,1.00,68.00,985.00,20.00,24.00,0.00,112.00
17-500273,3863,Title & Full Escrow,150000.00,141872.48,8127.52,4.00,52.00,539.00,22.00,14.00,1.00,45.00
17-500274,3860,Title & Sub-Escrow,198000.00,220000.00,-22000.00,1.00,71.00,975.00,22.00,30.00,0.00,49.00
2301-200172,3863,Title and Escrow,196014.00,442000.00,-245986.00,2.00,89.00,1386.00,20.00,41.00,0.00,26.00
17-500275,3860,Title & Sub-Escrow,199500.00,212781.22,-13281.22,1.00,77.00,1455.00,28.00,39.00,0.00,78.00
2301-200173,3860,Title and Escrow,63258.00,0.00,63258.00,0.00,41.00,379.00,2.00,11.00,1.00,45.00
2301-200174,3863,Title and Escrow,275000.00,240000.00,35000.00,2.00,55.00,585.00,19.00,9.00,1.00,45.00
2301-200175,3863,Title and Escrow,625500.00,0.00,625500.00,0.00,67.00,486.00,4.00,5.00,1.00,45.00
2301-200176,3863,Title and Escrow,392250.00,105000.00,287250.00,1.00,68.00,926.00,18.00,31.00,1.00,45.00
17-500277,3860,Title & Sub-Escrow,45751.00,143895.69,-98144.69,2.00,69.00,1211.00,28.00,33.00,0.00,84.00
2301-200177,3860,Title and Escrow,80868.00,0.00,80868.00,0.00,74.00,1412.00,20.00,42.00,0.00,90.00
2301-200178,3863,Title and Escrow,6255000.00,130000.00,6125000.00,1.00,58.00,539.00,18.00,11.00,1.00,45.00
17-500278,3860,Title & Sub-Escrow,144749.00,150300.00,-5551.00,1.00,57.00,1074.00,23.00,26.00,0.00,55.00
17-500279,3860,Property Report / O&E - Title Only,150000.00,0.00,150000.00,0.00,16.00,277.00,1.00,8.00,1.00,45.00
17-500280,3863,LCP - Title Only,23000.00,261000.00,-238000.00,1.00,35.00,383.00,4.00,4.00,1.00,45.00
17-500281,3860,Property Report / O&E - Title Only,60000.00,0.00,60000.00,0.00,13.00,203.00,4.00,3.00,1.00,45.00
2301-200181,3860,Title and Escrow,120000.00,10883.00,109117.00,1.00,57.00,678.00,22.00,21.00,1.00,45.00
2301-200183,29189,Title and Escrow,85212.00,0.00,85212.00,0.00,65.00,1263.00,4.00,44.00,0.00,62.00
17-500282,3863,LCP - Title Only,100.00,211457.16,-211357.16,5.00,35.00,539.00,12.00,8.00,0.00,223.00
17-500283,3863,LCP - Title Only,30000.00,329000.00,-299000.00,1.00,48.00,659.00,4.00,8.00,0.00,57.00
17-500284,3863,Property Report / O&E & Full Escrow,250000.00,698000.00,-448000.00,2.00,57.00,726.00,8.00,17.00,0.00,62.00
17-500285,3863,LCP - Title Only,100.00,390.12,-290.12,2.00,33.00,398.00,8.00,6.00,0.00,223.00
17-500286,3863,Property Report / O&E - Title Only,100000.00,535200.00,-435200.00,1.00,43.00,550.00,5.00,13.00,0.00,48.00
17-500288,3863,Title Only,150000.00,984950.00,-834950.00,1.00,55.00,995.00,20.00,32.00,0.00,40.00
17-500289,3863,Title Only,224161.00,156600.00,67561.00,1.00,52.00,890.00,17.00,29.00,0.00,37.00
17-500290,3860,Property Report / O&E - Title Only,250000.00,595100.00,-345100.00,2.00,43.00,574.00,4.00,13.00,0.00,42.00
2301-200186,3860,Title and Escrow,170000.00,56000.00,114000.00,1.00,61.00,858.00,22.00,19.00,1.00,45.00
17-500292,3860,Property Report / O&E - Title Only,174000.00,591000.00,-417000.00,1.00,42.00,577.00,4.00,12.00,0.00,40.00
17-500293,3863,Property Report / O&E - Title Only,50000.00,217800.00,-167800.00,1.00,54.00,536.00,4.00,10.00,0.00,18.00
2301-200187,3863,Title and Escrow,280000.00,153900.00,126100.00,1.00,52.00,560.00,33.00,11.00,1.00,45.00
2301-200188,29189,Title and Escrow,38000.00,0.00,38000.00,0.00,49.00,425.00,2.00,8.00,1.00,45.00
17-500294,3863,LCP - Title Only,100.00,134406.94,-134306.94,2.00,33.00,380.00,8.00,5.00,0.00,223.00
2301-200189,3863,Title and Escrow,196670.00,192000.00,4670.00,1.00,114.00,1954.00,16.00,73.00,0.00,26.00
2301-200190,3863,Title and Escrow,37820.00,22000.00,15820.00,1.00,93.00,1646.00,29.00,50.00,0.00,50.00
17-500295,3863,LCP - Title Only,100.00,1671.65,-1571.65,2.00,33.00,370.00,8.00,4.00,0.00,223.00
17-500296,3863,LCP - Title Only,100.00,4970.20,-4870.20,4.00,33.00,389.00,11.00,4.00,0.00,223.00
2301-200192,3860,Title and Escrow,80000.00,59539.63,20460.37,2.00,47.00,513.00,20.00,16.00,1.00,45.00
17-500297,3860,Title Only,100000.00,0.00,100000.00,0.00,63.00,963.00,20.00,23.00,0.00,35.00
17-500298,3860,Property Report / O&E - Title Only,25000.00,175900.00,-150900.00,1.00,43.00,552.00,4.00,12.00,0.00,33.00
17-500299,3860,Property Report / O&E - Title Only,30000.00,306348.00,-276348.00,1.00,27.00,311.00,4.00,5.00,0.00,198.00
2301-200195,3863,Title Only,46241.75,64000.00,-17758.25,1.00,82.00,1446.00,30.00,29.00,0.00,42.00
2301-200196,3863,Title Only,29800.00,100000.00,-70200.00,1.00,48.00,558.00,30.00,10.00,1.00,45.00
2301-200197,3863,Title Only,250000.00,0.00,250000.00,0.00,74.00,1331.00,30.00,32.00,0.00,54.00
17-500300,3860,Title Only,310523.82,312579.00,-2055.18,1.00,63.00,1002.00,24.00,24.00,0.00,218.00
17-500301,3860,Title Only,96476.00,135850.00,-39374.00,1.00,67.00,996.00,24.00,29.00,0.00,50.00
2301-200198,3860,Title and Escrow,115800.00,0.00,115800.00,0.00,85.00,1500.00,24.00,43.00,0.00,41.00
17-500304,3860,Title Only,42733.00,126300.00,-83567.00,2.00,69.00,770.00,24.00,19.00,1.00,45.00
17-500305,3863,Title Only,117511.00,126515.06,-9004.06,7.00,38.00,623.00,27.00,7.00,1.00,45.00
17-500308,3863,Title & Full Escrow,52450.00,246000.00,-193550.00,2.00,74.00,1125.00,19.00,30.00,0.00,43.00
2301-200200,3860,Title and Escrow,435000.00,110000.00,325000.00,1.00,129.00,1925.00,23.00,62.00,0.00,41.00
17-500309,3863,Title Only,233000.00,308889.00,-75889.00,2.00,63.00,950.00,21.00,36.00,0.00,50.00
17-500311,3863,Title Only,74593.00,74594.00,-1.00,1.00,52.00,941.00,31.00,21.00,0.00,34.00
17-500312,3863,Property Report / O&E - Title Only,88500.00,220939.00,-132439.00,2.00,28.00,391.00,11.00,5.00,0.00,197.00
17-500313,3863,Title Only,72566.00,72567.00,-1.00,1.00,51.00,832.00,31.00,19.00,0.00,54.00
2301-200201,3863,Title and Escrow,56000.00,18563.89,37436.11,3.00,67.00,720.00,21.00,16.00,1.00,45.00
17-500315,3863,Title & Full Escrow,74500.00,263000.00,-188500.00,2.00,55.00,431.00,20.00,5.00,1.00,45.00
2301-200202,3863,Title and Escrow,224000.00,562500.00,-338500.00,1.00,100.00,1755.00,18.00,60.00,0.00,34.00
2301-200203,3863,Title and Escrow,284375.00,130085.61,154289.39,2.00,91.00,1589.00,18.00,40.00,0.00,32.00
2301-200204,3860,Title and Escrow,151000.00,50050.00,100950.00,1.00,52.00,520.00,19.00,6.00,1.00,45.00
17-500316,3863,Property Report / O&E - Title Only,75000.00,315000.00,-240000.00,1.00,41.00,498.00,4.00,10.00,0.00,32.00
2301-200205,3860,Title and Escrow,128310.00,0.00,128310.00,0.00,106.00,1718.00,20.00,50.00,0.00,19.00
17-500317,3863,Property Report / O&E - Title Only,100000.00,199990.00,-99990.00,1.00,47.00,551.00,4.00,11.00,0.00,34.00
17-500318,3860,Property Report / O&E - Title Only,250000.00,0.00,250000.00,0.00,16.00,224.00,4.00,5.00,1.00,45.00
17-500319,3863,Stand Alone Modification,106768.00,164068.00,-57300.00,1.00,36.00,965.00,18.00,19.00,0.00,83.00
17-500320,3863,LCP - Title Only,30000.00,108425.00,-78425.00,1.00,49.00,762.00,4.00,10.00,0.00,20.00
17-500321,3860,Title Only,850000.00,703000.00,147000.00,1.00,31.00,377.00,18.00,7.00,1.00,45.00
17-500322,3863,LCP - Title Only,41000.00,296000.00,-255000.00,2.00,47.00,642.00,5.00,11.00,0.00,48.00
17-500323,3860,Property Report / O&E - Title Only,103000.00,574700.00,-471700.00,2.00,27.00,393.00,8.00,8.00,0.00,197.00
17-500324,3863,Title Only,90120.00,260000.00,-169880.00,1.00,50.00,884.00,20.00,23.00,0.00,21.00
17-500325,3860,Examiner's Report,360000.00,377226.00,-17226.00,1.00,30.00,441.00,10.00,14.00,0.00,197.00
17-500327,3860,Title & Sub-Escrow,240000.00,249907.15,-9907.15,1.00,48.00,674.00,23.00,5.00,1.00,45.00
17-500328,3860,Property Report / O&E - Title Only,100000.00,794977.00,-694977.00,3.00,33.00,441.00,8.00,4.00,0.00,197.00
2301-200208,3860,Title and Escrow,87984.00,0.00,87984.00,0.00,87.00,1957.00,20.00,48.00,0.00,43.00
2301-200209,3863,Title and Escrow,49772.00,78000.00,-28228.00,1.00,73.00,1461.00,20.00,51.00,0.00,76.00
2301-200210,29189,Title and Escrow,165690.00,0.00,165690.00,0.00,65.00,1578.00,1.00,56.00,0.00,61.00
2301-200211,3860,Title and Escrow,124785.00,133604.00,-8819.00,1.00,93.00,1757.00,12.00,53.00,0.00,127.00
17-500329,3863,Title & Sub-Escrow,57396.00,65000.00,-7604.00,1.00,48.00,717.00,18.00,14.00,1.00,45.00
17-500330,3860,Title & Full Escrow,543345.00,825977.40,-282632.40,3.00,56.00,847.00,25.00,11.00,1.00,45.00
2301-200212,3863,Title and Escrow,317128.50,208000.00,109128.50,1.00,118.00,2152.00,18.00,81.00,0.00,68.00
17-500331,3863,LCP - Title Only,45000.00,358000.00,-313000.00,1.00,36.00,403.00,4.00,5.00,1.00,45.00
2301-200214,3863,Title and Escrow,140000.00,71000.00,69000.00,2.00,52.00,636.00,23.00,7.00,1.00,45.00
2301-200215,3863,Title and Escrow,108720.00,25000.00,83720.00,1.00,93.00,1920.00,31.00,55.00,0.00,27.00
17-500332,3863,LCP - Title Only,50000.00,0.00,50000.00,0.00,40.00,651.00,4.00,8.00,0.00,21.00
2301-200216,3860,Title and Escrow,80884.00,0.00,80884.00,0.00,83.00,1428.00,20.00,38.00,0.00,62.00
17-500337,3860,Title & Full Escrow,145000.00,140349.00,4651.00,1.00,81.00,1203.00,23.00,17.00,0.00,32.00
17-500342,3860,Property Report / O&E - Title Only,10000.00,275500.00,-265500.00,1.00,42.00,556.00,4.00,10.00,0.00,39.00
17-500343,3863,LCP - Title Only,24247.00,169000.00,-144753.00,1.00,39.00,616.00,4.00,23.00,0.00,42.00
17-500344,3863,Title & Sub-Escrow,27750.00,0.00,27750.00,0.00,63.00,1283.00,19.00,21.00,0.00,26.00
17-500345,3863,Title Only,468981.00,413200.00,55781.00,1.00,38.00,496.00,20.00,7.00,1.00,45.00
17-500346,3863,Title Only,234607.00,240322.06,-5715.06,2.00,42.00,513.00,23.00,10.00,1.00,45.00
17-500347,3863,LCP - Title Only,28000.00,113000.00,-85000.00,1.00,41.00,634.00,4.00,15.00,0.00,28.00
17-500348,3860,Title Only,100000.00,100000.00,0.00,1.00,45.00,858.00,22.00,26.00,0.00,35.00
17-500349,3863,Property Report / O&E - Title Only,63000.00,223000.00,-160000.00,1.00,46.00,801.00,4.00,13.00,0.00,32.00
17-500350,3860,Title & Sub-Escrow,50813.00,51180.00,-367.00,1.00,75.00,1234.00,24.00,42.00,0.00,104.00
17-500351,3860,Title Only,145000.00,0.00,145000.00,0.00,22.00,250.00,2.00,4.00,1.00,45.00
17-500352,3863,LCP - Title Only,60000.00,0.00,60000.00,0.00,27.00,228.00,2.00,3.00,1.00,45.00
17-500353,3860,Title Only,200000.00,0.00,200000.00,0.00,56.00,887.00,25.00,19.00,0.00,47.00
17-500354,3860,Title Only,20000.00,83000.00,-63000.00,1.00,60.00,925.00,20.00,26.00,0.00,41.00
17-500355,3863,LCP - Title Only,35000.00,191000.00,-156000.00,2.00,40.00,531.00,5.00,14.00,0.00,21.00
17-500356,3863,Title & Full Escrow,165000.00,180000.00,-15000.00,1.00,78.00,1515.00,19.00,29.00,0.00,35.00
17-500357,3863,LCP - Title Only,60000.00,214400.00,-154400.00,1.00,51.00,682.00,4.00,8.00,0.00,56.00
17-500358,3863,Title Only,476000.00,662873.00,-186873.00,2.00,33.00,369.00,19.00,4.00,1.00,45.00
